geoidtxt,tractfips,chicago,mailreturnratecen2010,lowresponsescore,totpop,totunder5,hispanic,blackaloneorcombo,asianaloneorcombo,amerindaloneorcombo,nathawaloneorcombo,tothh,totpopinhhs,groupquarter,lephhs,lepspanhhs,lepindoeurhhs,lepapachhs,lepotherhhs,totpopbornoutus,fb2010plus,fb2000plus,owner_total,renter_total,hh_singleparent,hh_crowded,hh_owner_crowded,hh_renter_crowded,poverty_total,poverty_less100,poverty_less200,housingunits_total,units_2plus,units_10plus,nointernet,internet_nosub,internet,dialuponly,broadband_any,broadband_cablefiberopticdsl,broadband_cablefiberopticdslonly,cellular,cellularonly,satellite,satelliteonly,otheronly,hher15to34,hher35to54,hher55to64,hher65plus,moved2015later,move10to14,moved00to09,moved90to99,moved1989earlier,intfirsteng,intfirstbiling,intchoiceeng,intchoicebiling,mailtypenotknown,updateenumerate,remotealaska,updateleave
17031010100,101,TRUE,69.9,30.5,"4,522",384,404,"2,200",60,44,0,"2,316","4,378",144,112,44,0,0,68,806,315,493,508,"1,808",330,59,0,59,"4,411","1,579","2,035","2,656","2,438","1,144",450,118,"1,748",51,"1,697","1,489",411,"1,286",208,41,0,0,654,963,516,183,462,927,670,97,160,"2,656",0,0,0,0,0,0,0
17031010201,102.01,TRUE,72.4,26.9,"7,039",480,"1,500","2,734",331,123,0,"2,688","6,858",181,355,200,77,0,78,"2,535","1,245","1,667",770,"1,918",282,300,0,300,"7,025","2,588","3,776","2,984","2,671","1,097",436,167,"2,085",20,"2,065","1,800",492,"1,558",248,114,0,0,514,"1,341",523,310,725,849,789,201,124,"2,984",0,0,0,0,0,0,0
17031010202,102.02,TRUE,74.7,27.7,"2,852",245,828,804,323,60,0,"1,102","2,538",314,68,18,50,0,0,"1,088",279,585,295,807,118,161,7,154,"2,530",467,"1,476","1,256","1,164",723,233,35,834,0,834,723,190,598,83,35,12,0,296,354,245,207,296,375,322,41,68,"1,256",0,0,0,0,0,0,0
17031010300,103,TRUE,76.5,23.5,"6,650",351,"1,121","2,205",275,101,87,"3,037","5,680",970,248,106,66,0,76,"1,520",371,824,"1,036","2,001",100,234,14,220,"5,672",916,"2,117","3,399","3,079","2,189",515,110,"2,412",0,"2,412","1,875",698,"1,629",413,116,85,0,541,"1,484",478,534,744,"1,163",696,227,207,"3,399",0,0,0,0,0,0,0
17031010400,104,TRUE,75.2,28.3,"5,153",84,309,"1,033",392,0,0,"1,938","3,598","1,555",82,0,16,16,50,585,256,351,412,"1,526",109,87,0,87,"3,641",694,"1,322","2,186","2,077","1,557",274,45,"1,619",0,"1,619","1,426",540,"1,012",143,63,37,0,753,631,279,275,631,639,481,169,18,"2,186",0,0,0,0,0,0,0
17031010501,105.01,TRUE,77.2,27.4,"4,147",228,457,"1,448",262,82,0,"2,425","4,127",20,219,0,203,0,16,"1,399",258,747,291,"2,134",54,30,0,30,"4,140",857,"1,894","2,652","2,467","1,841",526,218,"1,681",0,"1,681","1,571",482,"1,161",46,67,0,38,"1,004",754,220,447,613,"1,134",525,116,37,"2,652",0,0,0,0,0,0,0
17031010502,105.02,TRUE,72,28.2,"2,802",81,275,905,265,17,0,"1,508","2,757",45,155,29,78,14,34,613,221,480,287,"1,221",85,91,21,70,"2,757",828,"1,356","1,796","1,759","1,263",262,83,"1,163",7,"1,156","1,041",332,816,100,23,8,0,568,694,140,106,548,585,289,37,49,"1,796",0,0,0,0,0,0,0
17031010503,105.03,TRUE,77.7,26.9,"1,713",55,106,227,308,10,0,968,"1,705",8,277,20,115,23,119,547,104,301,197,771,22,59,0,59,"1,713",823,"1,135","1,258","1,242",833,308,5,655,0,655,592,258,385,55,12,8,0,343,104,98,423,234,386,186,68,94,"1,258",0,0,0,0,0,0,0
17031010600,106,TRUE,78.1,29.1,"6,271",289,"1,370","1,162",269,35,0,"2,875","6,087",184,301,180,66,34,21,"1,504",187,811,712,"2,163",80,145,0,145,"6,097","1,487","2,329","3,301","3,141","1,761",458,92,"2,325",0,"2,325","2,113",496,"1,770",212,98,0,0,"1,060","1,118",364,333,745,"1,169",694,209,58,"3,301",0,0,0,0,0,0,0
17031010701,107.01,TRUE,78,25,"3,766",314,980,755,540,61,0,"1,459","3,766",0,175,52,51,32,40,"1,237",430,787,655,804,164,109,14,95,"3,766",783,"1,593","1,704","1,317",617,162,40,"1,257",0,"1,257","1,183",424,823,54,12,0,0,436,582,246,195,294,390,388,234,153,"1,704",0,0,0,0,0,0,0
17031010702,107.02,TRUE,75.7,30.9,"5,096",241,"1,822","1,237",487,0,0,"2,060","5,022",74,252,196,28,28,0,"1,918",451,"1,287",437,"1,623",236,274,8,266,"5,088","1,231","2,640","2,268","2,113","1,095",291,121,"1,648",11,"1,637","1,409",541,"1,049",150,77,10,9,799,933,252,76,693,769,440,139,19,0,"2,268",0,0,0,0,0,0
17031020100,201,TRUE,71.5,27.1,"3,836",278,815,"1,289",529,33,0,"1,556","3,785",51,211,73,128,10,0,"1,393",224,441,764,792,76,87,24,63,"3,836",546,"1,505","1,737","1,413",515,184,60,"1,312",0,"1,312","1,054",174,"1,129",246,44,0,0,254,581,372,349,275,667,284,239,91,"1,737",0,0,0,0,0,0,0
17031020200,202,TRUE,77.4,17.9,"6,739",720,"1,090","1,105","1,354",7,0,"2,135","6,613",126,120,31,49,40,0,"2,090",493,925,"1,514",621,155,56,21,35,"6,739",912,"2,080","2,280",762,378,65,41,"2,029",39,"1,990","1,622",473,"1,517",348,50,0,0,419,924,297,495,251,600,514,318,452,"2,280",0,0,0,0,0,0,0
17031020301,203.01,TRUE,87.2,17.2,"5,472",635,451,269,661,19,7,"2,025","5,467",5,393,78,285,24,6,"1,860",112,591,"1,478",547,75,80,80,0,"5,455",742,"1,916","2,235","1,577","1,411",506,48,"1,471",0,"1,471","1,319",487,976,119,58,0,0,340,515,247,923,237,627,558,303,300,"2,235",0,0,0,0,0,0,0
17031020302,203.02,TRUE,75.9,22.3,"5,348",446,823,889,656,50,9,"1,736","4,960",388,113,21,19,41,32,"1,192",239,524,"1,009",727,150,140,10,130,"4,933","1,126","1,721","1,906","1,317",547,202,0,"1,534",0,"1,534","1,337",415,"1,110",113,55,9,0,315,775,271,375,179,581,524,235,217,"1,906",0,0,0,0,0,0,0
17031020400,204,TRUE,75,22.8,"4,236",265,835,914,693,43,0,"1,669","4,216",20,181,62,63,22,34,"1,467",82,551,895,774,132,56,0,56,"4,231",759,"1,463","1,834","1,287",578,337,43,"1,289",29,"1,260","1,179",323,937,55,42,0,0,328,577,292,472,255,516,501,160,237,"1,834",0,0,0,0,0,0,0
17031020500,205,TRUE,66.8,27.7,"6,584",567,"1,664",996,"2,762",16,8,"2,135","6,338",246,593,157,293,21,122,"3,202",994,"1,931",611,"1,524",267,208,75,133,"6,343","1,669","3,553","2,449","2,257",920,310,138,"1,687",0,"1,687","1,500",623,"1,064",141,37,0,0,628,829,251,427,445,888,442,199,161,"2,449",0,0,0,0,0,0,0
17031020601,206.01,TRUE,67.9,22.1,"6,131",493,348,570,"1,463",234,0,"1,979","6,100",31,573,0,185,0,388,"3,238","1,563","2,080",865,"1,114",157,258,11,247,"6,131","1,492","3,183","2,172","1,471",471,497,334,"1,148",0,"1,148","1,022",590,558,106,21,0,0,204,849,434,492,350,617,714,189,109,"2,172",0,0,0,0,0,0,0
17031020602,206.02,TRUE,66.4,25.3,"4,734",557,"1,067",601,"1,037",34,21,"1,421","4,715",19,230,36,118,50,26,"1,894",660,"1,042",574,847,265,116,0,116,"4,707","1,036","2,696","1,573","1,107",85,235,48,"1,138",15,"1,123",945,344,723,114,102,18,10,227,512,321,361,154,441,401,192,233,"1,573",0,0,0,0,0,0,0
17031020701,207.01,TRUE,78.5,21.3,"1,748",139,234,123,314,20,0,631,"1,748",0,18,6,6,6,0,441,59,109,388,243,38,18,6,12,"1,748",116,464,743,385,43,49,12,570,0,570,534,199,371,20,37,0,0,76,212,162,181,72,181,156,93,129,743,0,0,0,0,0,0,0
17031020702,207.02,TRUE,71.2,24.7,"7,674",655,"1,789",835,"1,795",0,0,"2,343","7,473",201,614,112,165,62,275,"3,854",916,"1,889",713,"1,630",202,311,59,252,"7,491","1,655","3,628","2,574","2,205",371,457,55,"1,831",0,"1,831","1,659",796,"1,035",31,75,0,0,540,938,448,417,550,841,632,177,143,"2,574",0,0,0,0,0,0,0
17031020801,208.01,TRUE,72.3,26.1,"6,112",250,"1,411",326,"1,985",0,18,"2,162","6,107",5,408,82,110,201,15,"2,920",604,"1,467",877,"1,285",238,111,51,60,"6,112","1,008","2,314","2,320","2,005",188,278,137,"1,747",10,"1,737","1,524",610,"1,104",143,108,23,0,417,969,430,346,442,776,529,203,212,"2,320",0,0,0,0,0,0,0
17031020802,208.02,TRUE,64.5,28.2,"7,952",460,"1,272","1,111","3,325",188,0,"2,323","7,926",26,315,58,93,15,149,"4,131","1,057","2,246",839,"1,484",397,215,0,215,"7,882","2,062","4,315","2,508","1,925",350,300,93,"1,930",0,"1,930","1,734","1,035",880,103,104,0,0,577,903,689,154,408,844,531,386,154,"2,508",0,0,0,0,0,0,0
17031020901,209.01,TRUE,68.7,30.5,"5,966",512,"1,463","1,609","1,760",45,0,"1,871","5,946",20,270,31,92,69,78,"2,806",703,"1,618",534,"1,337",244,200,3,197,"5,950","1,719","3,622","2,195","2,127",706,365,96,"1,410",0,"1,410","1,254",778,592,121,52,0,13,521,809,352,189,345,794,402,175,155,"2,195",0,0,0,0,0,0,0
17031020902,209.02,TRUE,76.4,22.7,"4,680",283,916,707,"1,132",0,0,"1,616","4,159",521,414,84,159,95,76,"2,231",209,951,900,716,161,154,93,61,"4,404","1,174","2,307","1,746","1,510",962,371,54,"1,191",23,"1,168","1,045",493,644,84,38,0,0,377,358,523,358,249,586,502,151,128,"1,746",0,0,0,0,0,0,0
17031030101,301.01,TRUE,75.6,23.6,"3,768",267,606,"1,104",603,23,15,"1,947","3,750",18,402,164,47,109,82,"1,473",465,625,678,"1,269",126,183,0,183,"3,768",554,"1,728","2,464","2,407","2,127",195,160,"1,592",0,"1,592","1,395",471,"1,040",145,147,14,0,523,701,241,482,606,448,592,129,172,"2,464",0,0,0,0,0,0,0
17031030102,301.02,TRUE,78.1,24.1,"2,703",65,250,488,384,31,0,"1,768","2,634",69,116,28,38,50,0,825,162,450,661,"1,107",16,96,7,89,"2,646",429,910,"2,112","2,065","1,932",52,129,"1,587",9,"1,578","1,435",640,922,126,63,0,7,662,526,320,260,517,736,238,155,122,"2,112",0,0,0,0,0,0,0
17031030103,301.03,TRUE,72.5,27.5,"2,252",91,343,540,349,8,7,916,"1,515",737,55,8,27,20,0,571,176,321,229,687,29,14,0,14,"1,535",255,523,"1,183","1,147","1,051",118,52,746,0,746,683,261,461,63,6,0,0,372,306,137,101,283,376,173,61,23,"1,183",0,0,0,0,0,0,0
17031030104,301.04,TRUE,73.5,26.7,"3,569",22,299,326,693,0,8,"1,072","1,984","1,585",71,17,43,11,0,"1,134",325,508,428,644,62,17,0,17,"2,059",574,755,"1,141","1,134","1,060",83,134,855,0,855,807,297,537,27,77,0,0,474,212,195,191,242,402,304,70,54,"1,141",0,0,0,0,0,0,0
17031030200,302,TRUE,84,22.2,"5,444",198,629,412,218,4,0,"2,505","5,382",62,115,103,0,12,0,402,103,165,"1,220","1,285",52,16,0,16,"5,434",779,"1,420","2,742","2,093",691,316,135,"2,054",0,"2,054","1,908",696,"1,310",99,58,0,18,607,797,701,400,484,763,789,235,234,"2,742",0,0,0,0,0,0,0
17031030300,303,TRUE,75.7,24.8,"3,464",213,"1,205",532,505,47,0,"1,482","3,464",0,261,75,92,39,55,"1,266",103,428,434,"1,048",125,89,0,89,"3,464",833,"1,563","1,556","1,198",589,259,67,"1,156",0,"1,156",966,503,642,170,39,11,0,322,505,293,362,354,491,276,279,82,"1,556",0,0,0,0,0,0,0
17031030400,304,TRUE,79.9,24.4,"2,582",145,832,95,205,108,12,"1,307","2,582",0,211,135,54,22,0,748,104,251,557,750,93,32,10,22,"2,582",411,"1,016","1,417","1,161",632,293,76,938,0,938,867,279,659,59,31,0,0,274,585,205,243,248,495,366,138,60,"1,417",0,0,0,0,0,0,0
17031030500,305,TRUE,82.1,24.1,"6,428",180,"1,473",404,626,49,0,"2,918","6,298",130,209,92,73,44,0,"1,558",173,475,"1,382","1,536",105,26,13,13,"6,267",343,807,"3,312","2,897",818,241,45,"2,632",0,"2,632","2,396",775,"1,830",176,114,0,27,969,"1,247",234,468,698,"1,008",694,289,229,"3,312",0,0,0,0,0,0,0
17031030601,306.01,TRUE,76.7,23.4,"3,956",167,715,699,634,16,0,"1,976","3,759",197,474,134,186,89,65,"1,511",475,765,603,"1,373",123,303,0,303,"3,768",664,"1,646","2,158","2,131","1,936",350,121,"1,505",0,"1,505","1,369",688,738,87,153,36,0,604,686,257,429,567,726,397,167,119,"2,158",0,0,0,0,0,0,0
17031030603,306.03,TRUE,70.1,30.2,"2,258",89,383,674,315,41,18,"1,415","2,258",0,225,56,106,44,19,821,283,540,125,"1,290",93,82,0,82,"2,246",536,942,"1,581","1,554","1,224",301,207,907,0,907,804,341,557,85,67,0,0,542,557,189,127,427,734,198,49,7,"1,581",0,0,0,0,0,0,0
17031030604,306.04,TRUE,76.5,24.1,"3,344",246,200,822,901,6,8,"2,129","3,339",5,249,22,168,59,0,"1,213",569,875,562,"1,567",10,151,7,144,"3,344",817,"1,302","2,415","2,409","2,326",317,257,"1,555",11,"1,544","1,347",506,968,146,51,19,11,618,639,310,562,611,784,471,201,62,"2,415",0,0,0,0,0,0,0
17031030701,307.01,TRUE,75.1,25.6,"1,712",82,197,452,322,11,10,901,"1,530",182,86,15,42,9,20,532,205,343,225,676,37,67,5,62,"1,555",409,691,980,969,866,130,46,725,14,711,636,213,479,46,48,10,0,299,398,139,65,298,422,131,42,8,980,0,0,0,0,0,0,0
17031030702,307.02,TRUE,79.1,17.1,"2,252",223,75,83,838,22,0,"1,429","2,252",0,126,10,43,67,6,811,335,476,782,647,0,101,8,93,"2,252",294,515,"1,647","1,621","1,597",100,126,"1,203",19,"1,184","1,114",440,714,35,52,21,0,225,542,286,376,228,403,401,176,221,"1,647",0,0,0,0,0,0,0
17031030703,307.03,TRUE,79.8,24.3,"2,909",38,376,671,176,71,0,"1,763","2,904",5,268,0,238,30,0,626,44,101,422,"1,341",75,28,0,28,"2,909",731,"1,276","1,985","1,850","1,411",414,111,"1,238",16,"1,222","1,176",585,597,46,46,0,0,493,611,255,404,390,656,548,131,38,"1,985",0,0,0,0,0,0,0
17031030706,307.06,TRUE,76.8,20.9,"2,928",142,211,552,539,0,0,"2,008","2,928",0,220,45,64,59,52,961,249,508,637,"1,371",0,50,0,50,"2,928",389,955,"2,237","2,182","2,142",548,38,"1,422",16,"1,406","1,225",592,814,166,15,0,0,428,592,214,774,359,839,503,237,70,"2,237",0,0,0,0,0,0,0
17031030800,308,TRUE,83.6,21,"4,392",170,612,200,481,0,0,"1,949","4,192",200,28,15,0,13,0,632,152,232,870,"1,079",70,0,0,0,"4,206",373,782,"2,149","1,780",324,123,43,"1,783",0,"1,783","1,732",737,"1,046",39,12,0,0,516,762,214,457,450,676,360,274,189,"2,149",0,0,0,0,0,0,0
17031030900,309,TRUE,82.1,22.6,"3,061",114,354,383,348,76,0,"1,395","3,057",4,79,36,15,18,10,695,152,227,670,725,19,0,0,0,"3,061",289,513,"1,560","1,361",159,172,58,"1,165",0,"1,165","1,049",326,831,47,29,8,0,368,498,322,207,348,413,326,43,265,"1,560",0,0,0,0,0,0,0
17031031000,310,TRUE,81.7,24.7,"4,089",208,743,256,324,106,9,"2,005","4,072",17,59,31,28,0,0,786,82,262,810,"1,195",85,25,16,9,"4,072",276,821,"2,104","1,795",856,168,76,"1,761",32,"1,729","1,599",613,"1,108",106,64,0,0,739,831,197,238,508,819,525,76,77,"2,104",0,0,0,0,0,0,0
17031031100,311,TRUE,78,23.4,"5,059",226,"1,052",171,559,0,0,"2,313","4,975",84,152,93,0,59,0,935,145,275,517,"1,796",108,11,0,11,"4,980",615,"1,999","2,426","2,271",851,155,140,"2,018",0,"2,018","1,891",696,"1,322",127,13,0,0,"1,003",869,170,271,618,"1,033",368,180,114,"2,426",0,0,0,0,0,0,0
17031031200,312,TRUE,60.9,26.3,"5,937",373,"1,378","1,349",686,120,23,"2,736","5,648",289,628,316,69,100,143,"1,974",192,"1,080",676,"2,060",270,251,22,229,"5,648","1,517","3,012","3,092","2,936","2,041",695,253,"1,788",0,"1,788","1,526",692,"1,096",227,52,0,0,922,962,559,293,573,"1,111",781,168,103,"3,092",0,0,0,0,0,0,0
17031031300,313,TRUE,75.5,23.7,"7,604",212,834,"1,588","1,531",38,0,"4,089","7,004",600,666,39,320,261,46,"2,491",400,"1,043","1,375","2,714",242,220,19,201,"7,147","1,579","3,094","4,402","4,363","3,659",768,426,"2,895",41,"2,854","2,557","1,009","1,740",207,140,36,14,866,"1,262",742,"1,219","1,050","1,523",914,340,262,"4,402",0,0,0,0,0,0,0
17031031400,314,TRUE,84.6,20.6,"4,853",180,321,547,809,45,0,"3,015","4,660",193,31,0,14,17,0,803,143,331,"1,663","1,352",0,79,79,0,"4,660",492,975,"3,555","3,394","3,066",233,184,"2,598",13,"2,585","2,445",533,"2,041",124,78,0,0,"1,085",838,469,623,835,897,680,267,336,"3,555",0,0,0,0,0,0,0
17031031501,315.01,TRUE,74,26.1,"4,587",306,593,"1,558",962,27,23,"1,850","3,992",595,553,67,95,243,148,"1,812",270,842,308,"1,542",200,130,0,130,"4,587","2,150","3,081","2,030","1,929","1,571",529,98,"1,223",0,"1,223","1,110",446,746,92,53,21,0,514,593,210,533,351,749,430,253,67,"2,030",0,0,0,0,0,0,0
17031031502,315.02,TRUE,69.1,31.3,"4,651",223,803,"1,941",502,114,0,"2,378","4,651",0,463,50,145,102,166,"1,577",490,903,298,"2,080",266,181,0,181,"4,651","1,501","2,836","2,525","2,422","1,991",685,174,"1,519",0,"1,519","1,370",538,981,111,0,0,0,787,866,450,275,706,893,388,331,60,"2,525",0,0,0,0,0,0,0
17031031700,317,TRUE,72.1,28.7,"6,691",282,676,"1,549",566,129,40,"3,531","6,561",130,261,52,176,17,16,"1,163",224,860,"1,281","2,250",285,84,0,84,"6,507","1,561","2,531","3,891","3,758","1,620",437,444,"2,650",0,"2,650","2,358",668,"1,945",269,67,0,0,"1,371","1,449",484,227,"1,052","1,522",659,224,74,"3,891",0,0,0,0,0,0,0
17031031800,318,TRUE,74.4,22.2,"1,857",156,204,59,134,22,1,966,"1,849",8,27,0,15,12,0,213,26,78,424,542,0,33,12,21,"1,857",132,263,"1,021",853,425,68,34,864,0,864,777,182,682,71,23,0,0,373,409,98,86,335,316,227,44,44,"1,021",0,0,0,0,0,0,0
17031031900,319,TRUE,84,23.2,"2,566",49,302,199,215,13,0,"1,260","2,551",15,31,23,8,0,0,349,125,219,449,811,48,15,0,15,"2,566",292,684,"1,329","1,068",511,89,6,"1,165",6,"1,159","1,083",333,809,76,54,0,0,498,427,172,163,353,496,181,128,102,"1,329",0,0,0,0,0,0,0
17031032100,321,TRUE,75.2,24.2,"6,837",217,"1,569",298,432,31,0,"3,850","6,684",153,641,172,310,84,75,"1,814",228,577,"1,001","2,849",105,136,24,112,"6,698","1,590","2,313","4,450","4,013","3,057",442,269,"3,139",0,"3,139","2,872",667,"2,472",238,87,0,0,"1,497","1,131",705,517,"1,156","1,404",852,217,221,"4,450",0,0,0,0,0,0,0
17031040100,401,TRUE,82.1,22.2,"3,879",377,713,236,242,35,0,"1,603","3,667",212,92,45,0,0,47,868,222,454,779,824,54,29,0,29,"3,667",418,818,"1,798","1,211",420,60,61,"1,482",8,"1,474","1,377",410,"1,035",76,80,5,0,458,758,212,175,448,479,361,185,130,"1,798",0,0,0,0,0,0,0
17031040201,402.01,TRUE,80.4,24.1,"6,891",611,"1,813",456,700,178,40,"2,962","6,886",5,173,64,29,71,9,"1,505",86,453,"1,142","1,820",173,81,0,81,"6,891",560,"1,603","3,147","2,746",638,216,110,"2,636",0,"2,636","2,462",686,"1,906",135,128,11,0,"1,065","1,166",263,468,885,"1,246",392,232,207,"3,147",0,0,0,0,0,0,0
17031040202,402.02,TRUE,73.8,25.3,"7,265",597,"1,715",444,"2,075",33,44,"2,961","7,011",254,530,94,202,43,191,"3,187",772,"1,512",929,"2,032",241,134,72,62,"7,064","1,304","3,424","3,224","3,016","1,141",771,186,"2,004",0,"2,004","1,800",621,"1,383",187,40,0,0,760,"1,530",269,402,752,"1,161",639,217,192,"3,224",0,0,0,0,0,0,0
17031040300,403,TRUE,81.9,19.5,"2,925",191,343,135,909,5,0,"1,062","2,830",95,49,0,26,23,0,978,63,260,717,345,139,0,0,0,"2,833",40,320,"1,133",598,50,79,0,983,0,983,872,239,735,66,58,9,0,170,375,248,269,109,339,274,100,240,"1,133",0,0,0,0,0,0,0
17031040401,404.01,TRUE,84,21.8,"3,347",355,699,331,226,36,0,"1,342","3,347",0,64,32,24,8,0,648,28,230,775,567,37,35,35,0,"3,347",125,404,"1,450","1,095",184,147,1,"1,194",0,"1,194","1,138",262,932,56,20,0,0,469,464,199,210,338,378,254,210,162,"1,450",0,0,0,0,0,0,0
17031040402,404.02,TRUE,83.7,22.9,"5,269",367,834,193,488,69,0,"2,546","5,269",0,85,72,13,0,0,447,36,236,939,"1,607",112,67,0,67,"5,269",340,"1,004","2,678","2,267",950,105,0,"2,441",0,"2,441","2,245",745,"1,696",182,14,0,0,"1,115","1,049",274,108,758,"1,207",375,71,135,"2,678",0,0,0,0,0,0,0
17031040600,406,TRUE,83.1,23.6,"2,514",204,300,111,41,0,17,"1,131","2,514",0,0,0,0,0,0,253,70,110,400,731,23,10,0,10,"2,514",95,225,"1,303","1,041",254,74,34,"1,023",0,"1,023",891,282,729,74,29,12,0,406,486,104,135,373,355,211,85,107,"1,303",0,0,0,0,0,0,0
17031040700,407,TRUE,82.5,23,"3,440",319,535,86,334,12,0,"1,564","3,440",0,76,35,41,0,0,447,51,108,610,954,97,38,0,38,"3,424",235,788,"1,694","1,526",539,105,19,"1,440",10,"1,430","1,237",311,"1,086",173,16,0,0,547,656,220,141,350,518,434,135,127,"1,694",0,0,0,0,0,0,0
17031040800,408,TRUE,82.1,19.6,"1,829",126,254,107,187,6,12,807,"1,712",117,31,17,6,8,0,231,16,52,335,472,46,0,0,0,"1,712",101,248,837,722,195,77,14,716,0,716,654,177,525,44,33,0,0,292,353,66,96,144,362,125,81,95,837,0,0,0,0,0,0,0
17031040900,409,TRUE,85.5,23.4,"1,842",42,100,39,109,13,0,963,"1,833",9,27,11,8,0,8,151,19,69,371,592,13,20,0,20,"1,842",155,311,"1,147",959,420,69,0,894,0,894,737,181,705,133,16,0,8,381,355,131,96,177,393,241,97,55,"1,147",0,0,0,0,0,0,0
17031050100,501,TRUE,86.6,21.9,"2,731",186,242,74,335,32,20,"1,132","2,731",0,22,22,0,0,0,246,21,68,469,663,44,0,0,0,"2,722",134,241,"1,261",974,350,77,19,"1,036",0,"1,036",965,106,871,63,22,8,0,388,538,97,109,282,461,222,89,78,"1,261",0,0,0,0,0,0,0
17031050200,502,TRUE,85.2,19.7,"5,431",481,429,149,379,0,25,"2,206","5,431",0,60,60,0,0,0,543,14,56,"1,392",814,110,32,32,0,"5,431",181,"1,158","2,425","1,498",528,300,28,"1,878",0,"1,878","1,728",559,"1,255",73,101,44,11,450,988,257,511,268,781,627,195,335,"2,425",0,0,0,0,0,0,0
17031050300,503,TRUE,84.2,22.3,"2,723",214,654,6,388,7,0,"1,095","2,723",0,54,54,0,0,0,510,0,149,471,624,61,24,8,16,"2,723",264,453,"1,150",659,89,113,0,982,8,974,922,307,659,44,22,8,0,231,520,185,159,232,330,279,76,178,"1,150",0,0,0,0,0,0,0
17031050500,505,TRUE,86.1,21.3,"6,069",565,458,106,439,52,0,"2,115","6,049",20,0,0,0,0,0,457,146,179,"1,232",883,115,33,22,11,"6,058",179,556,"2,370","1,612",219,154,36,"1,925",0,"1,925","1,863",476,"1,416",46,114,0,0,550,"1,086",310,169,527,738,401,230,219,"2,370",0,0,0,0,0,0,0
17031050600,506,TRUE,84.7,21.4,"2,177",137,112,3,132,0,0,"1,092","2,177",0,0,0,0,0,0,148,0,48,592,500,6,19,19,0,"2,177",176,271,"1,192",933,324,95,20,977,0,977,906,213,764,41,106,0,0,360,445,156,131,303,456,236,5,92,"1,192",0,0,0,0,0,0,0
17031050700,507,TRUE,87.6,18.5,"1,610",148,51,16,50,5,0,680,"1,610",0,13,8,5,0,0,71,13,39,477,203,24,20,13,7,"1,610",57,127,716,487,234,27,7,646,0,646,592,160,480,45,20,0,0,253,299,54,74,140,288,121,72,59,716,0,0,0,0,0,0,0
17031050800,508,TRUE,76.2,20.7,"1,457",118,181,23,55,0,0,608,"1,457",0,13,0,13,0,0,124,36,46,259,349,25,7,0,7,"1,457",64,196,633,417,0,48,19,541,0,541,467,94,421,48,30,15,0,233,276,54,45,113,265,134,49,47,633,0,0,0,0,0,0,0
17031050900,509,TRUE,83.7,22.5,"1,302",95,184,34,131,17,0,540,"1,302",0,10,0,10,0,0,174,23,54,240,300,38,0,0,0,"1,302",63,186,667,543,51,30,0,510,0,510,463,107,377,21,42,26,0,189,193,65,93,127,211,80,37,85,667,0,0,0,0,0,0,0
17031051000,510,TRUE,76.4,22.7,"1,718",191,463,64,123,45,0,714,"1,718",0,36,36,0,0,0,239,22,51,408,306,60,0,0,0,"1,718",93,190,788,575,96,110,5,599,0,599,535,115,479,53,37,0,5,241,313,59,101,212,272,105,48,77,788,0,0,0,0,0,0,0
17031051100,511,TRUE,72.3,21.1,"1,654",230,180,108,73,0,0,605,"1,654",0,34,34,0,0,0,209,43,102,353,252,17,5,5,0,"1,654",54,162,716,499,37,12,6,587,6,581,531,69,498,44,5,0,0,160,349,32,64,128,201,161,67,48,716,0,0,0,0,0,0,0
17031051200,512,TRUE,82.2,23.3,"1,594",154,84,138,138,0,0,596,"1,533",61,0,0,0,0,0,65,8,8,226,370,46,0,0,0,"1,531",71,145,652,425,33,6,0,590,0,590,571,80,510,6,29,0,0,267,252,71,6,189,226,99,52,30,652,0,0,0,0,0,0,0
17031051300,513,TRUE,84.7,18.8,"2,826",298,185,103,180,0,0,"1,114","2,826",0,0,0,0,0,0,196,43,44,863,251,62,0,0,0,"2,826",69,160,"1,190",492,29,63,0,"1,051",10,"1,041","1,005",142,899,19,60,0,0,255,655,131,73,251,390,261,145,67,"1,190",0,0,0,0,0,0,0
17031051400,514,TRUE,74.7,24.8,"1,796",141,143,74,205,5,0,778,"1,796",0,11,11,0,0,0,231,30,80,495,283,45,6,0,6,"1,796",142,245,"1,387","1,087",438,34,5,739,0,739,711,135,604,23,14,0,0,294,358,69,57,220,276,183,58,41,"1,387",0,0,0,0,0,0,0
17031060100,601,TRUE,79.2,23.9,"2,852",168,304,193,171,10,0,"1,234","2,852",0,41,28,13,0,0,283,75,128,559,675,107,0,0,0,"2,852",183,444,"1,321","1,046",241,50,97,"1,087",0,"1,087",950,157,875,71,83,55,0,405,635,82,112,326,529,205,100,74,"1,321",0,0,0,0,0,0,0
17031060200,602,TRUE,80.5,26.1,"2,324",121,435,39,178,21,9,"1,121","2,319",5,58,58,0,0,0,368,29,114,287,834,65,41,0,41,"2,324",356,596,"1,184","1,007",539,88,26,"1,007",0,"1,007",889,222,785,96,78,0,0,490,445,118,68,304,423,262,56,76,"1,184",0,0,0,0,0,0,0
