geoidtxt,tractfips,chicago,mailreturnratecen2010,lowresponsescore,totpop,totunder5,hispanic,blackaloneorcombo,asianaloneorcombo,amerindaloneorcombo,nathawaloneorcombo,tothh,totpopinhhs,groupquarter,lephhs,lepspanhhs,lepindoeurhhs,lepapachhs,lepotherhhs,totpopbornoutus,fb2010plus,fb2000plus,owner_total,renter_total,hh_singleparent,hh_crowded,hh_owner_crowded,hh_renter_crowded,poverty_total,poverty_less100,poverty_less200,housingunits_total,units_2plus,units_10plus,nointernet,internet_nosub,internet,dialuponly,broadband_any,broadband_cablefiberopticdsl,broadband_cablefiberopticdslonly,cellular,cellularonly,satellite,satelliteonly,otheronly,hher15to34,hher35to54,hher55to64,hher65plus,moved2015later,move10to14,moved00to09,moved90to99,moved1989earlier,intfirsteng,intfirstbiling,intchoiceeng,intchoicebiling,mailtypenotknown,updateenumerate,remotealaska,updateleave
17031150600,1506,TRUE,71.9,23.7,"4,246",257,"1,794",85,397,117,0,"1,394","4,246",0,150,21,86,43,0,"1,068",111,367,969,425,104,50,29,21,"4,246",424,"1,136","1,583",562,128,249,56,"1,089",23,"1,066",845,250,721,65,70,18,25,237,553,254,350,224,343,332,210,285,"1,583",0,0,0,0,0,0,0
17031150700,1507,TRUE,74.2,23,"4,197",261,"1,933",64,308,28,32,"1,472","4,197",0,279,111,168,0,0,"1,120",100,390,895,577,182,95,52,43,"4,187",751,"1,345","1,651",782,71,222,55,"1,195",9,"1,186",972,395,648,152,140,8,0,236,503,326,407,225,354,358,272,263,"1,651",0,0,0,0,0,0,0
17031150800,1508,TRUE,76.3,23.8,"4,967",187,"2,335",91,470,64,0,"1,677","4,955",12,245,130,97,9,9,"1,559",67,317,882,795,104,19,19,0,"4,967",249,"1,429","1,841","1,161",107,286,47,"1,344",21,"1,323","1,123",369,900,166,72,11,0,310,728,270,369,157,534,455,266,265,0,"1,841",0,0,0,0,0,0
17031151001,1510.01,TRUE,72,26.4,"2,714",119,"1,731",173,143,40,0,903,"2,714",0,221,113,108,0,0,994,31,286,478,425,115,16,11,5,"2,714",469,"1,024","1,050",681,4,202,62,639,10,629,506,191,388,84,65,33,0,139,392,209,163,119,241,322,123,98,0,"1,050",0,0,0,0,0,0
17031151002,1510.02,TRUE,69.9,26.7,"4,770",377,"3,320",115,132,35,47,"1,567","4,770",0,355,208,130,0,17,"1,882",67,636,738,829,198,81,12,69,"4,770",481,"1,779","1,705","1,169",269,262,62,"1,243",0,"1,243",994,520,651,167,63,19,32,293,741,289,244,269,500,470,203,125,0,0,0,"1,705",0,0,0,0
17031151100,1511,TRUE,65.6,25.3,"5,325",280,"2,940",125,428,33,0,"1,775","5,314",11,339,97,209,33,0,"2,197",86,824,824,951,224,68,10,58,"5,325",935,"2,077","1,877","1,204",141,301,68,"1,406",18,"1,388","1,201",523,820,126,58,7,0,338,666,461,310,305,552,528,185,205,0,"1,877",0,0,0,0,0,0
17031151200,1512,TRUE,79,22.1,"3,474",108,"1,711",59,97,0,0,"1,217","3,474",0,287,34,253,0,0,"1,354",103,476,896,321,74,26,0,26,"3,466",335,925,"1,347",440,63,218,130,869,9,860,734,202,499,69,42,8,39,114,611,236,256,134,395,279,259,150,0,"1,347",0,0,0,0,0,0
17031160100,1601,TRUE,79.3,25.2,"2,577",255,608,76,485,115,8,993,"2,572",5,129,16,21,52,40,666,105,294,525,468,79,34,14,20,"2,577",241,549,"1,053",658,124,134,11,848,0,848,659,203,633,164,66,5,0,214,406,219,154,159,316,211,122,185,"1,053",0,0,0,0,0,0,0
17031160200,1602,TRUE,81.3,21.6,"3,002",187,648,47,418,19,0,"1,203","2,956",46,21,16,5,0,0,499,47,155,814,389,60,0,0,0,"2,965",204,408,"1,347",546,69,168,31,"1,004",5,999,841,299,688,150,39,0,0,206,545,169,283,146,328,281,176,272,"1,347",0,0,0,0,0,0,0
17031160300,1603,TRUE,76.1,22.1,"3,764",345,566,364,549,58,14,"1,885","3,638",126,294,106,26,58,104,"1,300",269,717,850,"1,035",53,70,12,58,"3,653",442,989,"2,045","1,731","1,085",330,26,"1,529",9,"1,520","1,258",403,"1,084",188,85,33,0,713,645,191,336,431,751,367,188,148,"2,045",0,0,0,0,0,0,0
17031160400,1604,TRUE,77.5,24.4,"4,693",322,"1,791",301,360,20,0,"1,828","4,682",11,256,110,76,44,26,"1,192",177,474,881,947,122,87,31,56,"4,668",692,"1,330","2,103","1,479",420,218,100,"1,510",33,"1,477","1,233",365,993,151,138,31,19,601,701,250,276,356,633,403,209,227,"2,103",0,0,0,0,0,0,0
17031160501,1605.01,TRUE,75.8,28.3,"3,870",399,"2,075",307,564,46,9,"1,238","3,870",0,242,194,7,41,0,"1,310",312,549,530,708,204,66,28,38,"3,870",544,"1,580","1,532","1,117",143,269,48,921,10,911,734,272,582,99,125,34,0,338,513,194,193,289,340,275,223,111,0,"1,532",0,0,0,0,0,0
17031160502,1605.02,TRUE,74.3,29.1,"3,782",226,"2,610",146,273,27,0,"1,300","3,782",0,245,177,32,6,30,"1,343",134,501,580,720,217,61,28,33,"3,782",444,"1,687","1,469","1,077",151,225,69,"1,006",38,968,872,251,703,72,87,0,0,403,577,205,115,313,384,316,175,112,0,"1,469",0,0,0,0,0,0
17031160601,1606.01,TRUE,77.6,26.2,"3,529",310,"1,514",176,200,0,0,"1,322","3,520",9,100,90,10,0,0,839,173,453,639,683,176,8,5,3,"3,529",353,968,"1,465","1,165",290,133,32,"1,157",24,"1,133",907,276,857,166,110,0,0,360,621,135,206,304,453,310,104,151,"1,465",0,0,0,0,0,0,0
17031160602,1606.02,TRUE,76.3,26.8,"3,681",243,"1,593",166,481,86,39,"1,442","3,681",0,113,64,18,31,0,"1,297",99,443,636,806,93,0,0,0,"3,681",218,"1,506","1,627","1,303",440,178,32,"1,232",9,"1,223","1,024",360,816,130,106,47,0,404,657,192,189,274,514,420,101,133,"1,627",0,0,0,0,0,0,0
17031160700,1607,TRUE,75.9,22.5,"6,191",386,"2,561",255,692,51,0,"2,278","6,025",166,380,259,78,19,24,"1,981",268,611,"1,044","1,234",126,0,0,0,"6,038",883,"1,374","2,499","1,609",224,390,19,"1,869",15,"1,854","1,473",234,"1,443",279,296,43,14,465,990,514,309,463,854,517,226,218,0,"2,499",0,0,0,0,0,0
17031160800,1608,TRUE,75.2,27,"4,909",258,"2,552",80,581,76,23,"1,837","4,909",0,238,234,0,4,0,"1,767",337,673,766,"1,071",104,77,19,58,"4,909",367,"1,568","2,057","1,585",102,292,70,"1,475",25,"1,450","1,296",466,943,93,106,19,0,486,791,268,292,294,663,397,272,211,0,"2,057",0,0,0,0,0,0
17031160900,1609,TRUE,78.2,24.5,"2,464",139,777,108,272,0,12,"1,068","2,459",5,69,33,36,0,0,458,23,93,543,525,74,6,6,0,"2,458",231,425,"1,121",711,178,124,23,921,0,921,746,296,573,113,84,32,0,294,417,200,157,268,344,184,93,179,"1,121",0,0,0,0,0,0,0
17031161000,1610,TRUE,77.8,24.6,"2,151",205,757,72,98,20,0,823,"2,145",6,42,0,42,0,0,242,24,52,460,363,64,11,0,11,"2,151",137,342,916,574,273,122,36,665,5,660,555,183,467,80,33,5,0,161,349,161,152,177,227,205,74,140,916,0,0,0,0,0,0,0
17031161100,1611,TRUE,84.2,19.7,"2,043",164,325,232,184,34,0,785,"2,043",0,0,0,0,0,0,233,13,70,557,228,42,12,7,5,"2,043",43,225,838,345,39,107,12,666,0,666,591,163,480,43,56,0,23,108,405,160,112,103,200,218,140,124,838,0,0,0,0,0,0,0
17031161200,1612,TRUE,75.7,25.9,"3,090",239,"1,963",29,188,16,13,958,"3,090",0,176,104,72,0,0,"1,023",114,287,581,377,80,63,24,39,"3,077",362,969,"1,059",552,20,180,46,732,18,714,565,205,442,56,153,40,0,194,387,243,134,103,311,256,137,151,0,"1,059",0,0,0,0,0,0
17031161300,1613,TRUE,69.8,27.6,"3,919",282,"2,303",184,110,28,11,"1,450","3,870",49,250,108,115,11,16,"1,340",169,428,534,916,192,33,0,33,"3,870",315,"1,514","1,645","1,349",359,332,40,"1,078",19,"1,059",842,342,644,156,114,43,10,371,578,266,235,292,494,283,238,143,0,"1,645",0,0,0,0,0,0
17031170100,1701,TRUE,85.2,17.7,"2,058",39,223,157,117,0,0,"1,047","1,895",163,168,38,130,0,0,686,15,307,743,304,0,29,29,0,"1,895",196,668,"1,136","1,111","1,077",346,19,682,35,647,566,180,400,44,112,23,14,102,257,209,479,252,188,330,264,13,0,0,"1,136",0,0,0,0,0
17031170200,1702,TRUE,79.8,19.9,"4,106",346,"1,659",87,316,0,0,"1,201","4,097",9,120,103,17,0,0,931,73,229,"1,000",201,75,0,0,0,"4,106",332,711,"1,310",322,28,139,49,"1,013",8,"1,005",820,190,706,75,80,7,0,234,338,314,315,150,318,275,169,289,0,"1,310",0,0,0,0,0,0
17031170300,1703,TRUE,75.6,21.3,"5,350",432,"2,106",30,311,11,0,"1,831","5,345",5,296,23,246,13,14,"2,009",195,685,"1,158",673,224,45,31,14,"5,345",449,"1,294","1,997",743,104,344,146,"1,341",0,"1,341","1,177",392,734,106,66,0,21,270,771,309,481,242,467,507,357,258,"1,997",0,0,0,0,0,0,0
17031170400,1704,TRUE,76.9,17,"4,044",308,"1,044",96,208,88,0,"1,507","4,044",0,205,54,143,8,0,"1,361",198,337,"1,070",437,126,54,34,20,"4,044",483,"1,370","1,584",454,61,414,84,"1,009",15,994,918,319,603,43,78,26,0,301,555,229,422,159,416,236,300,396,"1,584",0,0,0,0,0,0,0
17031170500,1705,TRUE,80,18.9,"5,593",383,"1,319",0,442,0,0,"2,004","5,593",0,270,39,231,0,0,"1,405",85,533,"1,536",468,148,35,24,11,"5,593",328,899,"2,078",524,63,215,50,"1,739",48,"1,691","1,531",567,952,54,126,0,62,355,816,270,563,215,567,505,366,351,"2,078",0,0,0,0,0,0,0
17031170600,1706,TRUE,80.9,16,"2,468",156,409,34,137,12,0,976,"2,458",10,97,0,97,0,0,558,0,115,820,156,45,0,0,0,"2,468",118,461,"1,001",135,35,224,28,724,11,713,620,205,492,44,86,0,12,104,374,205,293,43,169,241,265,258,"1,001",0,0,0,0,0,0,0
17031170700,1707,TRUE,76.2,18.9,"3,177",143,727,14,298,0,7,"1,149","3,177",0,139,0,128,11,0,"1,120",159,484,932,217,74,44,16,28,"3,177",268,523,"1,229",249,17,307,46,796,25,771,657,191,478,24,121,17,35,167,419,218,345,105,289,296,171,288,"1,229",0,0,0,0,0,0,0
17031170800,1708,TRUE,72.8,19.5,"4,189",284,"1,324",173,238,12,32,"1,438","4,189",0,245,0,237,8,0,"1,574",133,513,"1,066",372,148,64,55,9,"4,158",265,"1,201","1,516",437,73,454,9,975,40,935,803,369,399,20,96,20,65,203,470,421,344,139,386,369,261,283,"1,516",0,0,0,0,0,0,0
17031170900,1709,TRUE,80.8,20.4,"1,881",46,797,84,54,7,0,660,"1,881",0,130,7,123,0,0,554,81,260,464,196,38,28,11,17,"1,879",126,498,677,247,86,159,20,481,0,481,422,231,210,36,30,12,0,75,295,116,174,111,159,199,78,113,677,0,0,0,0,0,0,0
17031171000,1710,TRUE,75.2,19.8,"7,328",392,"1,926",649,430,107,13,"2,588","7,309",19,527,60,454,13,0,"2,363",136,552,"1,944",644,200,65,51,14,"7,328",638,"1,896","2,777",838,170,414,0,"2,174",34,"2,140","1,794",663,"1,318",195,130,35,52,346,"1,084",422,736,307,567,676,453,585,"2,777",0,0,0,0,0,0,0
17031171100,1711,TRUE,72.2,23.2,"3,841",273,"1,570",100,306,0,0,"1,282","3,841",0,204,46,158,0,0,"1,166",23,269,982,300,175,24,24,0,"3,815",362,933,"1,405",396,0,284,7,991,20,971,676,194,657,134,72,0,56,221,472,250,339,40,393,373,205,271,"1,405",0,0,0,0,0,0,0
17031180100,1801,TRUE,77.6,23.4,"6,360",552,"3,207",161,451,31,0,"2,240","6,286",74,378,93,285,0,0,"2,257",222,697,"1,747",493,301,96,68,28,"6,275","1,162","2,409","2,364",666,210,466,82,"1,692",49,"1,643","1,451",602,725,58,67,0,69,424,699,544,573,240,576,646,471,307,"2,364",0,0,0,0,0,0,0
17031190100,1901,TRUE,69.1,29.4,"2,606",119,"2,253",46,63,52,0,829,"2,606",0,232,232,0,0,0,"1,164",114,415,244,585,134,55,20,35,"2,606",596,"1,320",872,679,168,267,36,526,0,526,455,224,297,61,11,0,0,161,314,138,216,183,317,166,106,57,0,872,0,0,0,0,0,0
17031190200,1902,TRUE,72.3,27.7,"5,624",444,"4,657",223,77,25,18,"1,583","5,617",7,409,327,40,42,0,"2,253",113,630,931,652,286,56,48,8,"5,603",666,"1,770","1,791",948,81,299,80,"1,204",0,"1,204",965,394,800,199,79,10,0,218,755,333,277,202,432,447,282,220,0,"1,791",0,0,0,0,0,0
17031190300,1903,TRUE,70.5,26.9,"5,535",328,"3,616",131,123,68,0,"1,746","5,535",0,458,173,264,21,0,"2,330",277,900,860,886,210,50,30,20,"5,535",926,"2,044","1,992","1,148",132,398,175,"1,173",11,"1,162",972,398,725,147,73,0,19,351,667,435,293,252,449,573,263,209,0,"1,992",0,0,0,0,0,0
17031190401,1904.01,TRUE,76.9,25.5,"4,193",304,"2,605",44,402,41,0,"1,225","4,193",0,158,59,99,0,0,"1,741",202,656,837,388,179,106,58,48,"4,180",769,"1,464","1,355",389,60,291,56,878,13,865,784,314,511,57,69,0,0,190,514,303,218,123,330,360,217,195,0,"1,355",0,0,0,0,0,0
17031190402,1904.02,TRUE,74.1,26.3,"5,572",190,"3,981",91,37,17,0,"1,696","5,566",6,328,187,141,0,0,"2,163",84,695,991,705,333,119,95,24,"5,572",408,"2,263","1,809",979,16,411,112,"1,173",20,"1,153",816,364,535,142,76,10,141,298,726,345,327,243,448,412,430,163,0,"1,809",0,0,0,0,0,0
17031190601,1906.01,TRUE,70.6,32,"5,145",461,"4,557",281,21,0,0,"1,216","5,145",0,292,251,24,4,13,"1,933",237,654,677,539,266,127,70,57,"5,133",823,"1,874","1,360",672,21,222,34,960,0,960,825,270,573,135,116,0,0,133,815,136,132,167,415,423,187,24,0,"1,360",0,0,0,0,0,0
17031190602,1906.02,TRUE,74.2,28.4,"5,608",200,"4,501",183,183,52,0,"1,422","5,341",267,278,195,83,0,0,"2,246",223,800,"1,016",406,343,121,99,22,"5,324",593,"1,963","1,579",781,0,355,103,964,0,964,852,297,554,46,81,31,16,219,646,313,244,182,339,372,383,146,0,"1,579",0,0,0,0,0,0
17031190701,1907.01,TRUE,67.4,30.9,"2,924",135,"2,496",45,61,15,0,783,"2,924",0,250,190,51,9,0,"1,209",179,455,270,513,193,62,25,37,"2,924",688,"1,673",901,736,25,205,77,501,0,501,358,240,207,75,44,33,0,187,292,194,110,113,317,163,146,44,0,901,0,0,0,0,0,0
17031190702,1907.02,TRUE,64.3,30.9,"4,841",459,"4,112",277,0,0,0,"1,448","4,841",0,373,308,65,0,0,"1,968",99,697,447,"1,001",295,145,16,129,"4,793","1,450","2,792","1,606","1,355",105,382,106,960,0,960,734,369,554,174,86,28,9,347,662,278,161,255,644,273,182,94,0,"1,606",0,0,0,0,0,0
17031190800,1908,TRUE,69.5,28.8,"7,338",648,"6,318",168,54,25,0,"2,008","7,331",7,429,368,61,0,0,"2,618",92,789,897,"1,111",300,110,39,71,"7,233","1,374","3,687","2,128","1,266",194,663,95,"1,250",13,"1,237",978,511,665,206,83,25,9,436,822,490,260,307,670,567,180,284,0,"2,128",0,0,0,0,0,0
17031190900,1909,TRUE,70.7,26.3,"2,537",217,"2,255",284,17,8,0,714,"2,537",0,172,172,0,0,0,865,10,179,278,436,77,61,13,48,"2,485",511,844,714,426,84,236,6,472,0,472,308,116,306,97,76,18,9,60,301,155,198,216,112,160,114,112,0,0,0,714,0,0,0,0
17031191000,1910,TRUE,70.7,29.8,"2,651",211,"2,314",63,140,24,0,723,"2,651",0,91,91,0,0,0,830,51,229,430,293,101,63,29,34,"2,651",689,967,778,329,17,180,55,488,0,488,398,158,298,69,52,0,8,151,266,175,131,37,312,105,177,92,0,778,0,0,0,0,0,0
17031191100,1911,TRUE,67.6,31.8,"7,482",483,"6,594",467,139,106,0,"2,031","7,482",0,391,356,25,10,0,"2,485",46,586,"1,134",897,398,110,58,52,"7,462","1,264","3,937","2,185","1,337",42,443,104,"1,484",0,"1,484","1,266",564,859,169,128,17,11,300,"1,092",339,300,252,753,518,290,218,0,0,0,"2,185",0,0,0,0
17031191200,1912,TRUE,62.6,33.6,"3,934",240,"3,802",149,18,26,14,"1,025","3,929",5,337,337,0,0,0,"1,875",174,678,426,599,253,96,28,68,"3,934",893,"2,039","1,130",865,0,317,87,621,0,621,536,280,323,67,37,11,0,212,551,208,54,163,349,344,155,14,0,"1,130",0,0,0,0,0,0
17031191301,1913.01,TRUE,66.9,33.7,"5,658",350,"5,034",421,311,0,0,"1,473","5,653",5,263,251,0,12,0,"2,339",273,746,658,815,396,183,33,150,"5,658","1,040","2,533","1,609","1,021",108,370,13,"1,090",0,"1,090",850,376,603,186,114,25,0,170,675,324,304,210,473,356,174,260,0,"1,609",0,0,0,0,0,0
17031191302,1913.02,TRUE,63.4,30.1,"5,333",322,"4,681",265,43,16,0,"1,386","5,333",0,265,265,0,0,0,"2,050",64,419,666,720,238,119,44,75,"5,280",752,"2,582","1,538",886,30,241,118,"1,027",27,"1,000",790,498,457,170,24,0,30,373,666,208,139,175,467,454,184,106,0,"1,538",0,0,0,0,0,0
17031200100,2001,TRUE,74.4,25.1,"3,763",233,"2,666",229,209,79,0,"1,321","3,763",0,295,163,132,0,0,"1,214",149,437,689,632,145,58,26,32,"3,752",298,"1,367","1,401",655,59,305,47,969,8,961,820,312,526,68,107,0,26,283,479,263,296,130,395,381,158,257,0,"1,401",0,0,0,0,0,0
17031200200,2002,TRUE,64.4,30.4,"4,800",284,"3,843",267,97,41,30,"1,638","4,795",5,344,310,34,0,0,"1,567",220,618,742,896,247,84,35,49,"4,800","1,026","2,149","1,789","1,350",57,460,44,"1,134",0,"1,134",874,460,644,175,121,22,0,291,652,351,344,241,597,329,231,240,0,"1,789",0,0,0,0,0,0
17031200300,2003,TRUE,74.5,30.6,"1,962",173,"1,766",37,29,0,6,536,"1,962",0,91,91,0,0,0,644,12,119,224,312,99,14,7,7,"1,962",639,"1,036",641,503,30,76,30,430,0,430,345,173,234,65,45,14,0,122,231,90,93,42,196,129,99,70,0,641,0,0,0,0,0,0
17031200401,2004.01,TRUE,71,30.2,"3,746",228,"3,271",185,64,76,0,"1,018","3,746",0,263,263,0,0,0,"1,111",41,431,501,517,180,89,45,44,"3,746",692,"2,121","1,078",686,48,227,21,770,0,770,637,327,429,115,23,0,7,246,383,164,225,176,292,261,165,124,0,"1,078",0,0,0,0,0,0
17031200402,2004.02,TRUE,67,31.3,"4,380",469,"3,793",257,213,152,36,"1,107","4,380",0,201,201,0,0,0,"1,469",163,450,577,530,183,65,45,20,"4,367",842,"1,634","1,297",867,41,265,65,777,17,760,678,316,398,68,90,14,0,177,433,286,211,91,321,334,155,206,0,"1,297",0,0,0,0,0,0
17031210100,2101,TRUE,76.4,25.2,"3,684",278,"1,366",160,314,8,79,"1,419","3,679",5,99,75,14,10,0,800,57,267,681,738,123,65,33,32,"3,684",501,"1,259","1,658","1,097",138,244,28,"1,147",0,"1,147",922,204,845,148,108,47,0,372,628,184,235,411,424,294,141,149,"1,658",0,0,0,0,0,0,0
17031210400,2104,TRUE,66.2,27.2,"2,851",190,"1,893",125,84,52,0,979,"2,801",50,161,89,55,0,17,860,16,271,420,559,180,27,10,17,"2,783",656,"1,290","1,111",886,108,205,26,748,17,731,531,238,417,108,96,71,0,247,425,129,178,172,376,135,187,109,0,"1,111",0,0,0,0,0,0
17031210501,2105.01,TRUE,63,30.9,"3,273",280,"1,937",217,33,51,0,"1,252","3,273",0,270,120,150,0,0,"1,361",148,662,295,957,170,10,0,10,"3,273",709,"1,890","1,505","1,390",338,319,77,856,0,856,730,201,555,64,86,62,0,507,440,237,68,281,505,289,128,49,0,"1,505",0,0,0,0,0,0
17031210502,2105.02,TRUE,63.7,31.6,"4,685",287,"3,158",325,53,12,0,"1,434","4,673",12,153,94,59,0,0,"1,667",234,586,507,927,194,62,32,30,"4,685","1,415","2,280","1,701","1,551",16,263,31,"1,140",50,"1,090",880,293,733,131,70,38,12,531,632,190,81,317,505,301,209,102,0,"1,701",0,0,0,0,0,0
17031210601,2106.01,TRUE,72.2,27.4,"2,761",78,"1,744",47,139,79,0,915,"2,752",9,113,104,9,0,0,976,88,294,379,536,49,28,10,18,"2,727",337,"1,007","1,089",870,71,71,44,800,17,783,639,246,481,79,88,48,8,335,346,108,126,177,338,235,107,58,0,"1,089",0,0,0,0,0,0
17031210602,2106.02,TRUE,67,28.1,"4,200",265,"2,359",274,289,31,0,"1,544","4,200",0,219,193,26,0,0,"1,285",174,508,648,896,132,47,17,30,"4,200",634,"1,789","1,763","1,414",216,241,67,"1,236",0,"1,236","1,037",352,814,84,73,41,0,626,626,104,188,356,518,356,195,119,0,"1,763",0,0,0,0,0,0
17031210700,2107,TRUE,73.8,27.6,"4,392",411,"2,530",114,246,37,0,"1,536","4,392",0,157,135,22,0,0,709,40,212,593,943,95,32,0,32,"4,380",997,"1,822","1,736","1,405",226,222,109,"1,205",0,"1,205","1,048",276,884,101,100,24,0,612,531,147,246,364,415,304,257,196,0,"1,736",0,0,0,0,0,0
17031210800,2108,TRUE,64.2,27.1,"1,077",42,549,1,38,0,10,384,"1,072",5,53,53,0,0,0,373,66,233,146,238,48,4,4,0,"1,077",59,366,409,272,31,64,0,320,0,320,274,67,219,26,23,7,0,172,163,42,7,74,189,64,13,44,0,409,0,0,0,0,0,0
17031210900,2109,TRUE,73.8,27.8,"3,095",227,"1,260",86,181,22,0,"1,245","3,095",0,94,94,0,0,0,649,38,136,503,742,159,20,20,0,"3,095",494,"1,096","1,354",987,133,211,98,936,0,936,816,205,678,84,36,25,0,548,392,122,183,343,406,305,95,96,0,"1,354",0,0,0,0,0,0
17031220300,2203,TRUE,74.6,25,"2,201",141,679,130,103,54,0,891,"2,181",20,62,57,5,0,0,224,18,64,373,518,23,19,15,4,"2,179",234,446,967,810,104,93,6,792,5,787,731,191,590,30,37,6,0,363,341,74,113,164,374,177,80,96,967,0,0,0,0,0,0,0
17031220400,2204,TRUE,76.2,25.1,"2,643",170,701,39,258,0,0,"1,090","2,643",0,101,83,18,0,0,461,35,152,452,638,49,23,23,0,"2,622",158,396,"1,224","1,058",140,149,6,935,0,935,856,226,669,62,65,9,0,365,337,124,264,163,434,225,62,206,"1,224",0,0,0,0,0,0,0
17031220500,2205,TRUE,72.1,24.8,"2,607",141,521,224,199,0,0,"1,194","2,607",0,45,39,0,6,0,271,84,116,475,719,41,0,0,0,"2,607",221,432,"1,296","1,230",334,96,0,"1,098",0,"1,098",984,214,871,92,55,0,0,653,327,106,108,367,400,229,101,97,"1,296",0,0,0,0,0,0,0
17031220601,2206.01,TRUE,73.8,29.9,"1,763",163,739,219,59,52,0,690,"1,763",0,63,48,0,0,15,209,14,70,232,458,70,14,14,0,"1,728",213,650,753,640,138,123,4,563,5,558,519,142,402,17,41,14,0,302,279,28,81,204,215,145,69,57,753,0,0,0,0,0,0,0
17031220602,2206.02,TRUE,73.7,27.4,"5,058",330,"2,157",373,188,105,0,"2,460","5,042",16,224,224,0,0,0,432,58,87,600,"1,860",235,0,0,0,"5,042",863,"1,902","2,646","2,247",975,596,26,"1,838",0,"1,838","1,628",325,"1,496",154,68,0,17,"1,102",735,233,390,598,"1,049",334,340,139,"2,646",0,0,0,0,0,0,0
17031220701,2207.01,TRUE,73.1,31.4,"3,230",103,"2,232",248,62,31,0,"1,068","3,223",7,95,95,0,0,0,741,30,108,404,664,160,106,7,99,"3,215",434,"1,170","1,201",986,50,143,42,883,0,883,769,188,681,100,73,0,0,334,423,174,137,265,406,189,114,94,"1,201",0,0,0,0,0,0,0
17031220702,2207.02,TRUE,69.3,32.4,"3,817",135,"2,433",286,165,8,46,"1,367","3,792",25,241,200,41,0,0,920,15,206,456,911,210,56,18,38,"3,817",527,"1,424","1,572","1,367",118,275,100,992,0,992,815,275,669,132,75,17,9,515,597,123,132,334,478,329,184,42,0,"1,572",0,0,0,0,0,0
17031220901,2209.01,TRUE,70.2,31.7,"3,073",219,"2,074",428,34,0,0,984,"3,073",0,175,175,0,0,0,596,22,151,337,647,144,67,11,56,"3,064",832,"1,636","1,134",963,216,219,88,677,0,677,612,234,443,59,32,0,0,314,381,155,134,247,293,237,122,85,0,"1,134",0,0,0,0,0,0
17031220902,2209.02,TRUE,65.8,30.6,"2,927",186,"2,350",37,78,39,0,946,"2,927",0,178,178,0,0,0,740,35,172,389,557,141,30,16,14,"2,927",402,"1,408","1,117",899,31,238,49,659,0,659,602,171,467,48,59,0,0,227,418,154,147,171,264,243,170,98,0,"1,117",0,0,0,0,0,0
17031221000,2210,TRUE,64.9,30.2,"2,774",202,"1,686",331,44,22,0,"1,013","2,774",0,139,134,5,0,0,470,0,108,331,682,158,29,11,18,"2,763",706,"1,340","1,113",984,108,181,35,797,0,797,688,194,576,78,26,13,0,463,327,128,95,313,337,230,55,78,0,"1,113",0,0,0,0,0,0
17031221100,2211,TRUE,73.4,29,"5,207",242,"2,489",637,169,28,18,"1,931","5,001",206,360,329,31,0,0,"1,503",109,386,596,"1,335",199,33,33,0,"5,001","1,020","2,289","2,082","1,837",470,467,83,"1,381",0,"1,381","1,103",255,"1,086",230,39,31,9,787,616,247,281,548,642,284,177,280,0,"2,082",0,0,0,0,0,0
17031221200,2212,TRUE,77.1,28.8,"2,917",133,921,259,194,0,0,"1,226","2,907",10,92,92,0,0,0,464,146,214,471,755,70,0,0,0,"2,917",289,754,"1,308","1,146",213,196,14,"1,016",0,"1,016",959,261,755,57,55,0,0,566,453,84,123,315,471,226,145,69,"1,308",0,0,0,0,0,0,0
17031221300,2213,TRUE,68.6,27.9,"2,848",88,"1,058",149,122,28,14,"1,315","2,801",47,156,142,14,0,0,721,180,338,309,"1,006",28,69,0,69,"2,848",626,"1,220","1,457","1,290",421,268,55,992,0,992,924,128,841,53,52,15,0,566,529,112,108,361,484,294,118,58,"1,457",0,0,0,0,0,0,0
17031221400,2214,TRUE,70.5,26.3,"3,026",261,"1,315",222,162,9,13,"1,347","3,026",0,82,82,0,0,0,376,64,108,547,800,51,39,0,39,"3,026",213,752,"1,479","1,119",385,153,9,"1,185",0,"1,185","1,077",318,867,83,70,0,0,648,529,87,83,486,344,301,128,88,"1,479",0,0,0,0,0,0,0
17031221500,2215,TRUE,76.6,24.7,"2,822",195,687,214,245,0,0,"1,325","2,822",0,302,219,65,18,0,583,70,184,435,890,33,9,0,9,"2,822",283,718,"1,500","1,320",421,353,27,945,10,935,866,217,710,61,46,0,0,472,333,193,327,255,532,277,137,124,"1,500",0,0,0,0,0,0,0
17031221600,2216,TRUE,73.1,23.9,"3,136",284,526,242,212,14,0,"1,413","3,136",0,11,11,0,0,0,234,71,145,731,682,40,0,0,0,"3,136",175,460,"1,530","1,044",95,36,30,"1,347",10,"1,337","1,194",213,"1,097",107,35,0,0,628,573,106,106,441,598,251,60,63,"1,530",0,0,0,0,0,0,0
17031222200,2222,TRUE,82.3,23.8,"2,226",209,277,127,234,7,0,900,"2,207",19,20,20,0,0,0,224,35,88,450,450,19,0,0,0,"2,226",136,357,953,625,189,5,8,887,0,887,852,192,688,23,33,7,0,389,377,87,47,250,391,149,77,33,953,0,0,0,0,0,0,0
17031222500,2225,TRUE,68,29.5,"1,748",189,993,77,28,7,0,527,"1,711",37,63,63,0,0,0,357,16,86,176,351,100,6,6,0,"1,748",395,671,557,446,30,97,22,408,0,408,385,113,278,18,31,5,0,207,246,33,41,136,180,153,21,37,0,557,0,0,0,0,0,0
