"TRACT","ward","households","tract_total","allocation","tract_shortname"
"17031400800",20,1142,1142,1,"4008"
"17031410100",4,418,1226,0.34094616639478,"4101"
"17031410100",5,808,1226,0.65905383360522,"4101"
"17031410200",4,929,929,1,"4102"
"17031410500",5,1339,1339,1,"4105"
"17031410600",5,1223,1223,1,"4106"
"17031410700",4,435,1065,0.408450704225352,"4107"
"17031410700",5,630,1065,0.591549295774648,"4107"
"17031410800",4,395,1863,0.212023617820719,"4108"
"17031410800",5,1468,1863,0.787976382179281,"4108"
"17031410900",5,1814,1814,1,"4109"
"17031411000",5,2137,2137,1,"4110"
"17031411100",5,1145,1145,1,"4111"
"17031411200",5,873,873,1,"4112"
"17031420100",5,655,760,0.861842105263158,"4201"
"17031420100",20,105,760,0.138157894736842,"4201"
"17031420200",20,816,816,1,"4202"
"17031420300",20,1882,1882,1,"4203"
"17031420400",20,716,716,1,"4204"
"17031420500",20,822,822,1,"4205"
"17031420600",20,963,963,1,"4206"
"17031420700",20,1287,1287,1,"4207"
"17031420800",5,261,824,0.316747572815534,"4208"
"17031420800",20,563,824,0.683252427184466,"4208"
"17031421200",6,10,562,0.0177935943060498,"4212"
"17031421200",20,552,562,0.98220640569395,"4212"
"17031430101",5,1689,1689,1,"4301.01"
"17031430102",5,1901,1901,1,"4301.02"
"17031430200",5,2430,2430,1,"4302"
"17031430300",5,926,926,1,"4303"
"17031430400",5,1,1196,0.000836120401337793,"4304"
"17031430400",7,189,1196,0.158026755852843,"4304"
"17031430400",8,1006,1196,0.841137123745819,"4304"
"17031430500",5,661,1628,0.406019656019656,"4305"
"17031430500",7,967,1628,0.593980343980344,"4305"
"17031430600",5,662,749,0.883845126835781,"4306"
"17031430600",7,87,749,0.116154873164219,"4306"
"17031430700",7,1557,1557,1,"4307"
"17031430800",5,51,731,0.0697674418604651,"4308"
"17031430800",7,599,731,0.819425444596443,"4308"
"17031430800",8,81,731,0.110807113543092,"4308"
"17031430900",5,22,673,0.0326894502228826,"4309"
"17031430900",7,200,673,0.297176820208024,"4309"
"17031430900",8,451,673,0.670133729569094,"4309"
"17031431200",7,684,1369,0.49963476990504,"4312"
"17031431200",8,685,1369,0.50036523009496,"4312"
"17031431301",7,1356,1356,1,"4313.01"
"17031431302",7,1721,1721,1,"4313.02"
"17031431400",7,3769,3769,1,"4314"
"17031440101",8,1873,1873,1,"4401.01"
"17031440102",8,1650,1650,1,"4401.02"
"17031440201",6,2203,2407,0.915247195679269,"4402.01"
"17031440201",8,204,2407,0.0847528043207312,"4402.01"
"17031440202",6,1624,1712,0.948598130841122,"4402.02"
"17031440202",8,88,1712,0.0514018691588785,"4402.02"
"17031440300",6,2105,2105,1,"4403"
"17031440600",9,823,823,1,"4406"
"17031440700",6,155,668,0.232035928143713,"4407"
"17031440700",8,162,668,0.24251497005988,"4407"
"17031440700",9,351,668,0.525449101796407,"4407"
"17031440800",8,718,718,1,"4408"
"17031440900",6,61,1006,0.0606361829025845,"4409"
"17031440900",8,365,1006,0.362823061630219,"4409"
"17031440900",9,580,1006,0.576540755467197,"4409"
"17031450300",8,1461,1461,1,"4503"
"17031460100",7,1154,1154,1,"4601"
"17031460200",7,28,875,0.032,"4602"
"17031460200",10,847,875,0.968,"4602"
"17031460301",7,559,1006,0.555666003976143,"4603.01"
"17031460301",10,447,1006,0.444333996023857,"4603.01"
"17031460302",7,1214,1261,0.962727993655829,"4603.02"
"17031460302",10,47,1261,0.0372720063441713,"4603.02"
"17031460400",7,1334,1334,1,"4604"
"17031460500",7,329,2295,0.143355119825708,"4605"
"17031460500",8,1966,2295,0.856644880174292,"4605"
"17031460600",7,386,386,1,"4606"
"17031460700",10,949,949,1,"4607"
"17031461000",7,315,940,0.335106382978723,"4610"
"17031461000",10,625,940,0.664893617021277,"4610"
"17031470100",8,1020,1020,1,"4701"
"17031480100",8,930,930,1,"4801"
"17031480200",8,544,544,1,"4802"
"17031480300",8,577,577,1,"4803"
"17031480400",7,1228,2389,0.514022603599833,"4804"
"17031480400",8,1161,2389,0.485977396400167,"4804"
"17031480500",7,1052,1180,0.891525423728814,"4805"
"17031480500",10,128,1180,0.108474576271186,"4805"
"17031490300",9,888,888,1,"4903"
"17031490400",9,380,380,1,"4904"
"17031490500",9,950,950,1,"4905"
"17031490600",9,15,583,0.0257289879931389,"4906"
"17031490600",21,568,583,0.974271012006861,"4906"
"17031490700",9,910,910,1,"4907"
"17031490800",9,1518,1518,1,"4908"
"17031490901",9,1517,1517,1,"4909.01"
"17031490902",9,2038,2038,1,"4909.02"
"17031491000",34,1231,1231,1,"4910"
"17031491100",34,1763,1763,1,"4911"
"17031491200",34,728,728,1,"4912"
"17031491300",34,759,759,1,"4913"
"17031491400",9,1220,1220,1,"4914"
"17031500100",8,1626,1626,1,"5001"
"17031500200",9,833,833,1,"5002"
"17031500300",9,749,749,1,"5003"
"17031510100",10,1101,1101,1,"5101"
"17031510200",7,457,1087,0.420423183072677,"5102"
"17031510200",10,630,1087,0.579576816927323,"5102"
"17031510300",7,1822,2000,0.911,"5103"
"17031510300",10,178,2000,0.089,"5103"
"17031520100",10,548,548,1,"5201"
"17031520200",10,1016,1016,1,"5202"
"17031520300",10,1868,1868,1,"5203"
"17031520400",10,1356,1356,1,"5204"
"17031520500",10,1890,1890,1,"5205"
"17031520600",10,1051,1051,1,"5206"
"17031530100",9,785,785,1,"5301"
"17031530200",34,1392,1392,1,"5302"
"17031530300",34,1609,1609,1,"5303"
"17031530400",34,747,747,1,"5304"
"17031530501",9,632,1707,0.370240187463386,"5305.01"
"17031530501",34,1075,1707,0.629759812536614,"5305.01"
"17031530502",9,486,537,0.905027932960894,"5305.02"
"17031530502",34,51,537,0.0949720670391061,"5305.02"
"17031530503",9,808,1859,0.434642280796127,"5305.03"
"17031530503",34,1051,1859,0.565357719203873,"5305.03"
"17031530600",9,1003,1003,1,"5306"
"17031540101",9,1375,1375,1,"5401.01"
"17031540102",9,1198,1198,1,"5401.02"
"17031550100",10,2761,2761,1,"5501"
"17031550200",10,1072,1072,1,"5502"
"17031560100",22,669,669,1,"5601"
"17031560200",22,637,637,1,"5602"
"17031560300",22,978,978,1,"5603"
"17031560400",14,477,477,1,"5604"
"17031560700",14,631,1171,0.538855678906917,"5607"
"17031560700",23,540,1171,0.461144321093083,"5607"
"17031560800",14,1262,2194,0.575205104831358,"5608"
"17031560800",23,932,2194,0.424794895168642,"5608"
"17031560900",14,365,1961,0.186129525752167,"5609"
"17031560900",23,1596,1961,0.813870474247833,"5609"
"17031561000",13,1088,2176,0.5,"5610"
"17031561000",23,1088,2176,0.5,"5610"
"17031561100",13,930,1911,0.486656200941915,"5611"
"17031561100",23,981,1911,0.513343799058085,"5611"
"17031570100",14,394,394,1,"5701"
"17031570200",14,603,603,1,"5702"
"17031570300",14,1692,1692,1,"5703"
"17031570400",14,584,584,1,"5704"
"17031570500",14,6,742,0.00808625336927224,"5705"
"17031570500",23,736,742,0.991913746630728,"5705"
"17031580100",12,898,898,1,"5801"
"17031580200",12,894,894,1,"5802"
"17031580300",12,712,712,1,"5803"
"17031580400",14,1517,1517,1,"5804"
"17031580501",12,1137,1413,0.804670912951168,"5805.01"
"17031580501",15,276,1413,0.195329087048832,"5805.01"
"17031580502",14,98,1442,0.0679611650485437,"5805.02"
"17031580502",15,1344,1442,0.932038834951456,"5805.02"
"17031580600",12,607,1437,0.42240779401531,"5806"
"17031580600",15,830,1437,0.57759220598469,"5806"
"17031580700",12,1016,1664,0.610576923076923,"5807"
"17031580700",15,648,1664,0.389423076923077,"5807"
"17031580800",15,714,714,1,"5808"
"17031590500",12,700,700,1,"5905"
"17031590600",12,1167,1167,1,"5906"
"17031590700",12,994,994,1,"5907"
"17031600400",11,1628,1628,1,"6004"
"17031600600",11,1026,1026,1,"6006"
"17031600700",11,1124,1124,1,"6007"
"17031600900",11,1428,1428,1,"6009"
"17031610300",12,147,1596,0.0921052631578947,"6103"
"17031610300",15,1449,1596,0.907894736842105,"6103"
"17031610400",15,598,598,1,"6104"
"17031610800",11,555,555,1,"6108"
"17031611000",20,313,313,1,"6110"
"17031611100",20,751,751,1,"6111"
"17031611200",20,860,860,1,"6112"
"17031611300",15,344,857,0.401400233372229,"6113"
"17031611300",20,513,857,0.598599766627771,"6113"
"17031611400",15,944,944,1,"6114"
"17031611500",15,1121,1121,1,"6115"
"17031611600",16,511,511,1,"6116"
"17031611700",16,510,510,1,"6117"
"17031611800",16,633,633,1,"6118"
"17031611900",16,162,548,0.295620437956204,"6119"
"17031611900",20,386,548,0.704379562043796,"6119"
"17031612000",20,498,498,1,"6120"
"17031612100",20,396,396,1,"6121"
"17031620100",14,88,1226,0.0717781402936378,"6201"
"17031620100",23,1138,1226,0.928221859706362,"6201"
"17031620200",23,873,873,1,"6202"
"17031620300",13,2025,2025,1,"6203"
"17031620400",13,301,1224,0.245915032679739,"6204"
"17031620400",23,923,1224,0.754084967320261,"6204"
"17031630100",15,193,281,0.686832740213523,"6301"
"17031630100",16,88,281,0.313167259786477,"6301"
"17031630200",14,583,583,1,"6302"
"17031630300",14,1259,1259,1,"6303"
"17031630400",14,1766,1766,1,"6304"
"17031630500",14,1543,1557,0.991008349389852,"6305"
"17031630500",15,14,1557,0.00899165061014772,"6305"
"17031630800",14,939,1783,0.526640493550196,"6308"
"17031630800",16,844,1783,0.473359506449804,"6308"
"17031630900",14,553,1274,0.434065934065934,"6309"
"17031630900",23,721,1274,0.565934065934066,"6309"
"17031640100",13,470,487,0.965092402464066,"6401"
"17031640100",23,17,487,0.0349075975359343,"6401"
"17031640300",13,2353,2418,0.973118279569892,"6403"
"17031640300",23,65,2418,0.0268817204301075,"6403"
"17031640400",13,1069,1237,0.864187550525465,"6404"
"17031640400",23,168,1237,0.135812449474535,"6404"
"17031640500",23,1472,1472,1,"6405"
"17031640600",13,1100,1694,0.649350649350649,"6406"
"17031640600",23,594,1694,0.350649350649351,"6406"
"17031640700",13,1120,1120,1,"6407"
"17031640800",13,542,542,1,"6408"
"17031650100",23,1223,1223,1,"6501"
"17031650200",13,1176,2112,0.556818181818182,"6502"
"17031650200",23,936,2112,0.443181818181818,"6502"
"17031650301",13,1476,1570,0.940127388535032,"6503.01"
"17031650301",23,94,1570,0.0598726114649682,"6503.01"
"17031650302",13,575,1123,0.512021371326803,"6503.02"
"17031650302",23,548,1123,0.487978628673197,"6503.02"
"17031650400",13,1760,1760,1,"6504"
"17031650500",13,1007,1491,0.675385647216633,"6505"
"17031650500",18,484,1491,0.324614352783367,"6505"
"17031660301",16,584,584,1,"6603.01"
"17031660302",16,1503,1503,1,"6603.02"
"17031660400",23,1796,1796,1,"6604"
"17031660500",17,443,1714,0.258459743290548,"6605"
"17031660500",23,1271,1714,0.741540256709452,"6605"
"17031660600",16,398,2084,0.190978886756238,"6606"
"17031660600",17,1686,2084,0.809021113243762,"6606"
"17031660700",16,567,791,0.716814159292035,"6607"
"17031660700",17,224,791,0.283185840707965,"6607"
"17031660800",16,213,1677,0.12701252236136,"6608"
"17031660800",17,1464,1677,0.87298747763864,"6608"
"17031660900",17,1500,1500,1,"6609"
"17031661000",17,242,1915,0.126370757180157,"6610"
"17031661000",18,1673,1915,0.873629242819843,"6610"
"17031661100",17,865,1941,0.445646573930963,"6611"
"17031661100",18,1076,1941,0.554353426069037,"6611"
"17031670100",16,406,406,1,"6701"
"17031670200",16,355,355,1,"6702"
"17031670300",15,292,478,0.610878661087866,"6703"
"17031670300",16,186,478,0.389121338912134,"6703"
"17031670400",15,543,543,1,"6704"
"17031670500",15,281,368,0.763586956521739,"6705"
"17031670500",16,87,368,0.236413043478261,"6705"
"17031670600",15,321,401,0.800498753117207,"6706"
"17031670600",16,80,401,0.199501246882793,"6706"
"17031670700",15,402,419,0.959427207637232,"6707"
"17031670700",16,17,419,0.0405727923627685,"6707"
"17031670800",16,537,537,1,"6708"
"17031670900",16,520,520,1,"6709"
"17031671100",16,320,320,1,"6711"
"17031671200",15,312,321,0.97196261682243,"6712"
"17031671200",16,9,321,0.0280373831775701,"6712"
"17031671300",15,423,630,0.671428571428571,"6713"
"17031671300",16,119,630,0.188888888888889,"6713"
"17031671300",17,88,630,0.13968253968254,"6713"
"17031671400",16,487,487,1,"6714"
"17031671500",15,174,905,0.192265193370166,"6715"
"17031671500",16,87,905,0.0961325966850829,"6715"
"17031671500",17,644,905,0.711602209944751,"6715"
"17031671600",6,41,869,0.047180667433832,"6716"
"17031671600",16,446,869,0.513233601841197,"6716"
"17031671600",17,382,869,0.439585730724971,"6716"
"17031671800",6,211,386,0.546632124352332,"6718"
"17031671800",17,175,386,0.453367875647668,"6718"
"17031671900",6,28,336,0.0833333333333333,"6719"
"17031671900",17,308,336,0.916666666666667,"6719"
"17031672000",17,1259,1259,1,"6720"
"17031680500",16,411,413,0.995157384987893,"6805"
"17031680500",20,2,413,0.00484261501210654,"6805"
"17031680600",16,406,406,1,"6806"
"17031680900",6,267,1623,0.164510166358595,"6809"
"17031680900",20,1356,1623,0.835489833641405,"6809"
"17031681000",6,359,1293,0.277648878576953,"6810"
"17031681000",16,895,1293,0.692188708430008,"6810"
"17031681000",20,39,1293,0.0301624129930394,"6810"
"17031681100",6,902,1025,0.88,"6811"
"17031681100",16,123,1025,0.12,"6811"
"17031681200",6,865,865,1,"6812"
"17031681300",6,782,782,1,"6813"
"17031681400",6,589,962,0.612266112266112,"6814"
"17031681400",17,373,962,0.387733887733888,"6814"
"17031690300",6,1197,1197,1,"6903"
"17031690400",6,1312,1495,0.877591973244147,"6904"
"17031690400",20,183,1495,0.122408026755853,"6904"
"17031690500",6,303,339,0.893805309734513,"6905"
"17031690500",20,36,339,0.106194690265487,"6905"
"17031690900",5,9,1756,0.005125284738041,"6909"
"17031690900",6,1747,1756,0.994874715261959,"6909"
"17031691000",6,1124,1124,1,"6910"
"17031691100",6,1241,1241,1,"6911"
"17031691200",6,585,1099,0.532302092811647,"6912"
"17031691200",17,514,1099,0.467697907188353,"6912"
"17031691300",6,1016,1016,1,"6913"
"17031691400",6,1322,1322,1,"6914"
"17031691500",5,4,843,0.00474495848161329,"6915"
"17031691500",8,839,843,0.995255041518387,"6915"
"17031700100",18,1074,1074,1,"7001"
"17031700200",13,1,1919,0.000521104742053153,"7002"
"17031700200",18,1918,1919,0.999478895257947,"7002"
"17031700301",18,2088,2088,1,"7003.01"
"17031700302",18,1796,1796,1,"7003.02"
"17031700401",18,1906,1906,1,"7004.01"
"17031700402",18,1333,1333,1,"7004.02"
"17031700501",18,2932,2932,1,"7005.01"
"17031700502",18,1283,1283,1,"7005.02"
"17031710100",6,275,471,0.583864118895966,"7101"
"17031710100",17,196,471,0.416135881104034,"7101"
"17031710200",17,1891,1891,1,"7102"
"17031710300",17,549,549,1,"7103"
"17031710400",17,1408,1921,0.732951587714732,"7104"
"17031710400",18,513,1921,0.267048412285268,"7104"
"17031710500",17,941,1655,0.568580060422961,"7105"
"17031710500",18,120,1655,0.0725075528700906,"7105"
"17031710500",21,594,1655,0.358912386706949,"7105"
"17031710600",17,44,680,0.0647058823529412,"7106"
"17031710600",21,636,680,0.935294117647059,"7106"
"17031710700",17,305,1390,0.219424460431655,"7107"
"17031710700",21,1085,1390,0.780575539568345,"7107"
"17031710800",17,958,2052,0.466861598440546,"7108"
"17031710800",21,1094,2052,0.533138401559454,"7108"
"17031710900",17,95,838,0.113365155131265,"7109"
"17031710900",21,743,838,0.886634844868735,"7109"
"17031711000",21,1111,1111,1,"7110"
"17031711100",21,987,987,1,"7111"
"17031711200",17,187,2050,0.0912195121951219,"7112"
"17031711200",18,401,2050,0.195609756097561,"7112"
"17031711200",21,1462,2050,0.713170731707317,"7112"
"17031711300",21,640,640,1,"7113"
"17031711400",21,872,872,1,"7114"
"17031711500",21,866,866,1,"7115"
"17031720100",19,1229,1229,1,"7201"
"17031720200",19,1563,1724,0.90661252900232,"7202"
"17031720200",34,161,1724,0.0933874709976798,"7202"
"17031720300",19,1357,1357,1,"7203"
"17031720400",19,741,741,1,"7204"
"17031720500",19,794,794,1,"7205"
"17031720600",19,627,627,1,"7206"
"17031720700",19,1473,1479,0.995943204868154,"7207"
"17031720700",34,6,1479,0.00405679513184584,"7207"
"17031730100",21,940,940,1,"7301"
"17031730201",21,2490,2490,1,"7302.01"
"17031730202",21,1437,1437,1,"7302.02"
"17031730300",21,435,435,1,"7303"
"17031730400",19,42,1405,0.0298932384341637,"7304"
"17031730400",21,1074,1405,0.7644128113879,"7304"
"17031730400",34,289,1405,0.205693950177936,"7304"
"17031730500",9,447,1643,0.272063298843579,"7305"
"17031730500",21,774,1643,0.471089470480828,"7305"
"17031730500",34,422,1643,0.256847230675593,"7305"
"17031730600",34,1358,1358,1,"7306"
"17031730700",34,871,871,1,"7307"
"17031740100",19,1178,1178,1,"7401"
"17031740200",19,2652,2652,1,"7402"
"17031740300",19,1761,1761,1,"7403"
"17031740400",19,1861,1861,1,"7404"
"17031750100",19,67,1523,0.0439921208141825,"7501"
"17031750100",34,1456,1523,0.956007879185817,"7501"
"17031750200",19,1241,1248,0.994391025641026,"7502"
"17031750200",34,7,1248,0.00560897435897436,"7502"
"17031750300",19,956,956,1,"7503"
"17031750400",NA,17,1227,0.0138549307253464,"7504"
"17031750400",19,1210,1227,0.986145069274654,"7504"
"17031750500",19,1827,2490,0.733734939759036,"7505"
"17031750500",34,663,2490,0.266265060240964,"7505"
"17031750600",34,1279,1279,1,"7506"
"17031760801",41,2701,2701,1,"7608.01"
"17031760802",38,1151,1151,1,"7608.02"
"17031760803",41,2823,2823,1,"7608.03"
"17031830500",22,1088,1088,1,"8305"
"17031830600",40,759,1956,0.388036809815951,"8306"
"17031830600",49,1197,1956,0.611963190184049,"8306"
"17031830700",46,2128,2128,1,"8307"
"17031830800",47,1437,1437,1,"8308"
"17031830900",1,193,1307,0.147666411629686,"8309"
"17031830900",32,1114,1307,0.852333588370314,"8309"
"17031831000",2,77,1103,0.0698096101541251,"8310"
"17031831000",32,1026,1103,0.930190389845875,"8310"
"17031831100",30,2258,2768,0.815751445086705,"8311"
"17031831100",35,510,2768,0.184248554913295,"8311"
"17031831200",26,216,1450,0.148965517241379,"8312"
"17031831200",35,1110,1450,0.76551724137931,"8312"
"17031831200",36,124,1450,0.0855172413793103,"8312"
"17031831300",37,374,374,1,"8313"
"17031831400",24,59,1296,0.0455246913580247,"8314"
"17031831400",29,1237,1296,0.954475308641975,"8314"
"17031831500",29,55,1155,0.0476190476190476,"8315"
"17031831500",36,1100,1155,0.952380952380952,"8315"
"17031831600",29,796,2818,0.282469836763662,"8316"
"17031831600",36,2022,2818,0.717530163236338,"8316"
"17031831700",30,544,802,0.678304239401496,"8317"
"17031831700",45,258,802,0.321695760598504,"8317"
"17031831800",33,66,2570,0.0256809338521401,"8318"
"17031831800",39,2501,2570,0.973151750972763,"8318"
"17031831800",40,3,2570,0.00116731517509728,"8318"
"17031831900",44,747,1329,0.562076749435666,"8319"
"17031831900",47,582,1329,0.437923250564334,"8319"
"17031832000",44,899,899,1,"8320"
"17031832100",46,1794,1794,1,"8321"
"17031832200",32,1508,1508,1,"8322"
"17031832300",32,929,929,1,"8323"
"17031832400",1,1234,1234,1,"8324"
"17031832500",2,1579,1977,0.798684876074861,"8325"
"17031832500",32,13,1977,0.0065756196256955,"8325"
"17031832500",43,385,1977,0.194739504299444,"8325"
"17031832600",2,177,1771,0.0999435347261434,"8326"
"17031832600",43,1594,1771,0.900056465273857,"8326"
"17031832900",28,1139,1139,1,"8329"
"17031833000",25,686,2523,0.271898533491875,"8330"
"17031833000",27,1837,2523,0.728101466508125,"8330"
"17031833100",25,1933,4371,0.442232898650194,"8331"
"17031833100",27,949,4371,0.217112788835507,"8331"
"17031833100",28,1489,4371,0.340654312514299,"8331"
"17031833300",11,76,936,0.0811965811965812,"8333"
"17031833300",25,860,936,0.918803418803419,"8333"
"17031833900",7,1,804,0.00124378109452736,"8339"
"17031833900",10,803,804,0.998756218905473,"8339"
"17031834000",21,1157,1157,1,"8340"
"17031834200",5,264,1864,0.141630901287554,"8342"
"17031834200",8,1600,1864,0.858369098712446,"8342"
"17031834300",8,2648,2648,1,"8343"
"17031834400",5,591,1783,0.331463825014021,"8344"
"17031834400",20,1192,1783,0.668536174985979,"8344"
"17031834500",3,71,487,0.145790554414784,"8345"
"17031834500",20,416,487,0.854209445585216,"8345"
"17031834600",3,250,1070,0.233644859813084,"8346"
"17031834600",20,820,1070,0.766355140186916,"8346"
"17031834700",16,264,607,0.43492586490939,"8347"
"17031834700",20,343,607,0.56507413509061,"8347"
"17031834800",16,614,691,0.888567293777135,"8348"
"17031834800",20,77,691,0.111432706222865,"8348"
"17031834900",6,216,822,0.262773722627737,"8349"
"17031834900",16,217,822,0.263990267639903,"8349"
"17031834900",17,389,822,0.47323600973236,"8349"
"17031835000",16,1937,1937,1,"8350"
"17031835100",15,657,1407,0.466950959488273,"8351"
"17031835100",16,750,1407,0.533049040511727,"8351"
"17031835200",14,632,673,0.939078751857355,"8352"
"17031835200",23,41,673,0.0609212481426449,"8352"
"17031835500",3,740,740,1,"8355"
"17031835600",3,353,353,1,"8356"
"17031835800",3,647,647,1,"8358"
"17031835900",3,1558,1558,1,"8359"
"17031836000",3,730,1328,0.549698795180723,"8360"
"17031836000",4,598,1328,0.450301204819277,"8360"
"17031836100",3,780,780,1,"8361"
"17031836200",5,1389,1389,1,"8362"
"17031836300",4,151,723,0.208852005532503,"8363"
"17031836300",5,572,723,0.791147994467497,"8363"
"17031836400",4,1657,1657,1,"8364"
"17031836500",4,698,698,1,"8365"
"17031836600",26,662,967,0.68459152016546,"8366"
"17031836600",27,305,967,0.31540847983454,"8366"
"17031836700",26,1,872,0.00114678899082569,"8367"
"17031836700",27,871,872,0.998853211009174,"8367"
"17031836800",28,1033,1033,1,"8368"
"17031836900",27,173,462,0.374458874458874,"8369"
"17031836900",28,289,462,0.625541125541126,"8369"
"17031837000",27,821,821,1,"8370"
"17031837100",27,864,864,1,"8371"
"17031837300",24,957,1129,0.847652790079717,"8373"
"17031837300",28,172,1129,0.152347209920283,"8373"
"17031837400",27,638,1134,0.562610229276896,"8374"
"17031837400",28,496,1134,0.437389770723104,"8374"
"17031837800",27,1336,1336,1,"8378"
"17031838000",27,1198,1327,0.902788244159759,"8380"
"17031838000",28,129,1327,0.0972117558402412,"8380"
"17031838100",27,953,1356,0.702802359882006,"8381"
"17031838100",28,403,1356,0.297197640117994,"8381"
"17031838200",27,77,1433,0.0537334263782275,"8382"
"17031838200",28,1356,1433,0.946266573621772,"8382"
"17031838300",27,803,803,1,"8383"
"17031838600",24,268,679,0.394698085419735,"8386"
"17031838600",28,411,679,0.605301914580265,"8386"
"17031838700",24,1593,1593,1,"8387"
"17031838800",7,547,1119,0.488829311885612,"8388"
"17031838800",10,572,1119,0.511170688114388,"8388"
"17031839000",4,3791,5152,0.735830745341615,"8390"
"17031839000",25,1361,5152,0.264169254658385,"8390"
"17031839100",4,1356,7877,0.172146756379332,"8391"
"17031839100",25,945,7877,0.119969531547543,"8391"
"17031839100",42,5576,7877,0.707883712073124,"8391"
"17031839200",3,324,1454,0.22283356258597,"8392"
"17031839200",4,1130,1454,0.77716643741403,"8392"
"17031839500",3,545,870,0.626436781609195,"8395"
"17031839500",4,325,870,0.373563218390805,"8395"
"17031839600",3,715,883,0.809739524348811,"8396"
"17031839600",4,168,883,0.190260475651189,"8396"
"17031839700",11,1917,1917,1,"8397"
"17031839800",11,1214,1214,1,"8398"
"17031839900",11,1684,1684,1,"8399"
"17031840000",11,1033,1033,1,"8400"
"17031840100",11,1066,1066,1,"8401"
"17031840200",11,846,846,1,"8402"
"17031840300",12,733,1219,0.601312551271534,"8403"
"17031840300",25,486,1219,0.398687448728466,"8403"
"17031840400",12,1215,1215,1,"8404"
"17031840700",12,913,1169,0.781009409751925,"8407"
"17031840700",24,256,1169,0.218990590248075,"8407"
"17031840800",12,292,914,0.319474835886214,"8408"
"17031840800",22,622,914,0.680525164113786,"8408"
"17031841000",3,614,1688,0.363744075829384,"8410"
"17031841000",4,1074,1688,0.636255924170616,"8410"
"17031841100",3,1,2869,0.000348553502962705,"8411"
"17031841100",11,505,2869,0.176019518996166,"8411"
"17031841100",25,2363,2869,0.823631927500871,"8411"
"17031841200",25,2062,2074,0.994214079074253,"8412"
"17031841200",28,12,2074,0.00578592092574735,"8412"
"17031841300",25,1545,1545,1,"8413"
"17031841400",24,433,433,1,"8414"
"17031841500",24,1040,1040,1,"8415"
"17031841600",24,258,258,1,"8416"
"17031841700",24,718,718,1,"8417"
"17031841800",5,793,988,0.802631578947368,"8418"
"17031841800",8,195,988,0.197368421052632,"8418"
"17031841900",11,2773,4966,0.558397100281917,"8419"
"17031841900",25,2193,4966,0.441602899718083,"8419"
"17031842000",3,2431,2629,0.924686192468619,"8420"
"17031842000",4,198,2629,0.0753138075313808,"8420"
"17031842100",37,2137,2137,1,"8421"
"17031842200",2,239,1953,0.122375832053251,"8422"
"17031842200",27,1714,1953,0.877624167946749,"8422"
"17031842300",2,101,1657,0.0609535304767652,"8423"
"17031842300",27,1110,1657,0.669885334942667,"8423"
"17031842300",32,110,1657,0.0663850331925166,"8423"
"17031842300",42,336,1657,0.202776101388051,"8423"
"17031842400",17,819,1325,0.61811320754717,"8424"
"17031842400",21,506,1325,0.38188679245283,"8424"
"17031842500",6,70,835,0.0838323353293413,"8425"
"17031842500",20,765,835,0.916167664670659,"8425"
"17031842600",3,35,1500,0.0233333333333333,"8426"
"17031842600",11,1264,1500,0.842666666666667,"8426"
"17031842600",15,156,1500,0.104,"8426"
"17031842600",20,45,1500,0.03,"8426"
"17031842800",14,261,2079,0.125541125541126,"8428"
"17031842800",15,1818,2079,0.874458874458874,"8428"
"17031842900",25,809,1209,0.66914805624483,"8429"
"17031842900",28,400,1209,0.33085194375517,"8429"
"17031843000",24,971,971,1,"8430"
"17031843100",12,10,682,0.0146627565982405,"8431"
"17031843100",24,672,682,0.98533724340176,"8431"
"17031843200",11,27,861,0.0313588850174216,"8432"
"17031843200",25,834,861,0.968641114982578,"8432"
"17031843300",28,1080,1080,1,"8433"
"17031843400",22,418,453,0.922737306843267,"8434"
"17031843400",24,35,453,0.0772626931567329,"8434"
"17031843500",12,8107,8107,1,"8435"
"17031843600",4,1312,1312,1,"8436"
"17031843700",32,512,987,0.518743667679838,"8437"
"17031843700",33,69,987,0.0699088145896656,"8437"
"17031843700",47,406,987,0.411347517730496,"8437"
"17031843800",3,82,638,0.128526645768025,"8438"
"17031843800",11,296,638,0.463949843260188,"8438"
"17031843800",20,260,638,0.407523510971787,"8438"
"17031843900",5,1869,1928,0.969398340248963,"8439"
"17031843900",20,59,1928,0.0306016597510373,"8439"
