GEO_ID,RESP_DATE,DRRALL,CRRALL,DRRINT,CRRINT,state,county,tract
1400000US17031834900,2020-05-31,0.1,35.9,0,16.7,17,31,834900
1400000US17031835000,2020-05-31,0.2,39.3,0,23,17,31,835000
1400000US17031835100,2020-05-31,0.1,42.6,0,25.7,17,31,835100
1400000US17031835200,2020-05-31,0.1,52.9,0,30.2,17,31,835200
1400000US17031835500,2020-05-31,0,41.8,0,18.5,17,31,835500
1400000US17031835600,2020-05-31,0,32.1,0,15.5,17,31,835600
1400000US17031835800,2020-05-31,0,39.4,0,36.9,17,31,835800
1400000US17031836000,2020-05-31,0,44.2,0,40,17,31,836000
1400000US17031836100,2020-05-31,0.2,34.6,0,21,17,31,836100
1400000US17031836200,2020-05-31,0.5,39.2,0.5,37,17,31,836200
1400000US17031836300,2020-05-31,0,54.8,0,48.9,17,31,836300
1400000US17031836400,2020-05-31,0.1,56.4,0,46,17,31,836400
1400000US17031836500,2020-05-31,0,54.5,0,47.1,17,31,836500
1400000US17031836700,2020-05-31,0,39,0,23.9,17,31,836700
1400000US17031836800,2020-05-31,0,47.1,0,26.2,17,31,836800
1400000US17031837000,2020-05-31,0,37.4,0,25.4,17,31,837000
1400000US17031837100,2020-05-31,0,40,0,30.2,17,31,837100
1400000US17031837400,2020-05-31,0,42.2,0,27.9,17,31,837400
1400000US17031837800,2020-05-31,0.1,49.6,0,44,17,31,837800
1400000US17031838100,2020-05-31,0,41.5,0,30.6,17,31,838100
1400000US17031838200,2020-05-31,0,44.3,0,38.1,17,31,838200
1400000US17031838600,2020-05-31,0.1,44.4,0,27.5,17,31,838600
1400000US17031838800,2020-05-31,0.1,46.9,0,22.8,17,31,838800
1400000US17031839000,2020-05-31,0,58.5,0,56.1,17,31,839000
1400000US17031839200,2020-05-31,0,54.5,0,44.6,17,31,839200
1400000US17031839500,2020-05-31,0,43.4,0,19.9,17,31,839500
1400000US17031839700,2020-05-31,0.1,46.9,0,42.2,17,31,839700
1400000US17031839800,2020-05-31,0.1,49.1,0,43.8,17,31,839800
1400000US17031840000,2020-05-31,0.1,60.2,0.1,53.6,17,31,840000
1400000US17031840100,2020-05-31,0,49.2,0,45.1,17,31,840100
1400000US17031840400,2020-05-31,0.2,50.8,0.2,45.7,17,31,840400
1400000US17031841100,2020-05-31,0,51.2,0,48,17,31,841100
1400000US17031841200,2020-05-31,0.1,38.5,0.1,33.9,17,31,841200
1400000US17031841500,2020-05-31,0,37.6,0,25.8,17,31,841500
1400000US17031841700,2020-05-31,0.2,36.7,0.1,16.6,17,31,841700
1400000US17031841900,2020-05-31,0.1,64.3,0.1,62.1,17,31,841900
1400000US17031842000,2020-05-31,0,50.3,0,46.3,17,31,842000
1400000US17031842200,2020-05-31,0,46.7,0,43.1,17,31,842200
1400000US17031842300,2020-05-31,0,54.2,0,51.7,17,31,842300
1400000US17031842500,2020-05-31,0.1,47.8,0,34.7,17,31,842500
1400000US17031842600,2020-05-31,0,46.3,0,40.3,17,31,842600
1400000US17031842900,2020-05-31,0,60.1,0,35.9,17,31,842900
1400000US17031843100,2020-05-31,0.1,39.2,0,26.3,17,31,843100
1400000US17031843200,2020-05-31,0.3,37.6,0.2,31.6,17,31,843200
1400000US17031843400,2020-05-31,0,33.8,0,18.9,17,31,843400
1400000US17031843500,2020-05-31,0,36.9,0,30.3,17,31,843500
1400000US17031843700,2020-05-31,0,61.7,0,55.2,17,31,843700
1400000US17031843800,2020-05-31,0.1,37,0.1,31.2,17,31,843800
1400000US17031844600,2020-05-31,0,40,0,33.6,17,31,844600
1400000US17031844700,2020-05-31,0.2,34,0.1,26.1,17,31,844700
1400000US17031410500,2020-05-31,0,52.5,0,47.2,17,31,410500
1400000US17031410800,2020-05-31,0,56.8,0,50.8,17,31,410800
1400000US17031411100,2020-05-31,0.1,64.8,0,61.3,17,31,411100
1400000US17031431301,2020-05-31,0.1,32.8,0.1,26.5,17,31,431301
1400000US17031440101,2020-05-31,0,37.6,0,22.6,17,31,440101
1400000US17031440202,2020-05-31,0,59.4,0,28.6,17,31,440202
1400000US17031440700,2020-05-31,0,57.7,0,30.9,17,31,440700
1400000US17031440900,2020-05-31,0.1,45.8,0.1,25.9,17,31,440900
1400000US17031460200,2020-05-31,0,27,0,16,17,31,460200
1400000US17031460400,2020-05-31,0.1,45.4,0.1,26.7,17,31,460400
1400000US17031461000,2020-05-31,0,43.8,0,12.7,17,31,461000
1400000US17031480200,2020-05-31,0,54.3,0,33.2,17,31,480200
1400000US17031480400,2020-05-31,0.1,68.4,0.1,37.5,17,31,480400
1400000US17031490500,2020-05-31,0.1,61.1,0.1,35.6,17,31,490500
1400000US17031490800,2020-05-31,0.1,57.6,0,30.3,17,31,490800
1400000US17031491000,2020-05-31,0,39.8,0,21.3,17,31,491000
1400000US17031491300,2020-05-31,0,36,0,20.9,17,31,491300
1400000US17031500100,2020-05-31,0,63.4,0,32.1,17,31,500100
1400000US17031510100,2020-05-31,0.2,48.6,0.2,26.4,17,31,510100
1400000US17031520100,2020-05-31,0,40.9,0,23.3,17,31,520100
1400000US17031520400,2020-05-31,0,54.3,0,44.2,17,31,520400
1400000US17031530100,2020-05-31,0.1,32.8,0,17.3,17,31,530100
1400000US17031530300,2020-05-31,0.1,63.2,0.1,34.8,17,31,530300
1400000US17031530502,2020-05-31,0.2,69.5,0,38.7,17,31,530502
1400000US17031540101,2020-05-31,0.1,48.3,0,33.1,17,31,540101
1400000US17031550200,2020-05-31,0.3,71,0,59.7,17,31,550200
1400000US17031580502,2020-05-31,0.1,40.1,0.1,34.2,17,31,580502
1400000US17031580800,2020-05-31,0,37.2,0,31.6,17,31,580800
1400000US17031590700,2020-05-31,0.1,42.2,0,38,17,31,590700
1400000US17031600700,2020-05-31,0,49.9,0,33.3,17,31,600700
1400000US17031610400,2020-05-31,0.3,20.8,0,13.2,17,31,610400
1400000US17031611300,2020-05-31,0.2,27.6,0,16.6,17,31,611300
1400000US17031611600,2020-05-31,0.2,39.3,0.2,34.3,17,31,611600
1400000US17031611800,2020-05-31,0,30.6,0,16.8,17,31,611800
1400000US17031612100,2020-05-31,0.2,36.5,0.2,19,17,31,612100
1400000US17031620200,2020-05-31,0,58.1,0,49.1,17,31,620200
1400000US17031630300,2020-05-31,0,43,0,35.8,17,31,630300
1400000US17031630600,2020-05-31,0.1,41,0.1,31.4,17,31,630600
1400000US17031630900,2020-05-31,0.1,49.6,0,28.3,17,31,630900
1400000US17031640400,2020-05-31,0.1,70.8,0,61.4,17,31,640400
1400000US17031640700,2020-05-31,0.1,66,0.1,58.1,17,31,640700
1400000US17031650200,2020-05-31,0.1,53.5,0.1,33.4,17,31,650200
1400000US17031650400,2020-05-31,0.1,62.8,0.1,54.1,17,31,650400
1400000US17031660301,2020-05-31,0.1,35.1,0,22.3,17,31,660301
1400000US17031670300,2020-05-31,0,28.6,0,18.4,17,31,670300
1400000US17031660500,2020-05-31,0.4,51.1,0.1,28.4,17,31,660500
1400000US17031660800,2020-05-31,0.2,39,0,24,17,31,660800
1400000US17031661100,2020-05-31,0.1,58.4,0,34,17,31,661100
1400000US17031670600,2020-05-31,0.3,36.8,0,21.1,17,31,670600
1400000US17031690500,2020-05-31,0,39.2,0,22.8,17,31,690500
1400000US17031691000,2020-05-31,0.2,50.8,0.1,41.5,17,31,691000
1400000US17031691300,2020-05-31,0,52.8,0,44.2,17,31,691300
1400000US17031700100,2020-05-31,0,62.7,0,54,17,31,700100
1400000US17031700302,2020-05-31,0,71.3,0,61.2,17,31,700302
1400000US17031700501,2020-05-31,0.2,71.1,0.1,60,17,31,700501
1400000US17031710200,2020-05-31,0,46.2,0,26.6,17,31,710200
1400000US17031710400,2020-05-31,0,57.9,0,30,17,31,710400
1400000US17031710700,2020-05-31,0.1,49.5,0,25.5,17,31,710700
1400000US17031711000,2020-05-31,0.1,48.6,0,27.7,17,31,711000
1400000US17031711300,2020-05-31,0,56.8,0,29.9,17,31,711300
